State,Year,Region,Month,Gender,Product,Units Sold,Total Sales
Florida,2021,Southeast,2,Men's,Athletic Footwear,853,35661
Florida,2021,Southeast,2,Men's,Street Footwear,1422,61164
Florida,2021,Southeast,2,Women's,Apparel,632,29168
Florida,2021,Southeast,2,Women's,Athletic Footwear,443,20464
Florida,2021,Southeast,2,Women's,Street Footwear,978,31434
Florida,2021,Southeast,3,Men's,Apparel,279,16699
Florida,2021,Southeast,3,Men's,Athletic Footwear,624,35256
Florida,2021,Southeast,3,Men's,Street Footwear,881,40845
Florida,2021,Southeast,3,Women's,Apparel,607,34242
Florida,2021,Southeast,3,Women's,Athletic Footwear,530,29566
Florida,2021,Southeast,3,Women's,Street Footwear,689,41412
Florida,2021,Southeast,4,Men's,Apparel,318,18242
Florida,2021,Southeast,4,Men's,Athletic Footwear,553,36323
Florida,2021,Southeast,4,Men's,Street Footwear,859,52343
Florida,2021,Southeast,4,Women's,Apparel,597,42414
Florida,2021,Southeast,4,Women's,Athletic Footwear,474,24558
Florida,2021,Southeast,4,Women's,Street Footwear,652,42388
Florida,2021,Southeast,5,Men's,Apparel,361,18766
Florida,2021,Southeast,5,Men's,Athletic Footwear,685,41377
Florida,2021,Southeast,5,Men's,Street Footwear,931,52334
Florida,2021,Southeast,5,Women's,Apparel,921,60145
Florida,2021,Southeast,5,Women's,Athletic Footwear,520,28865
Florida,2021,Southeast,5,Women's,Street Footwear,676,40718
Florida,2021,Southeast,6,Men's,Apparel,729,64827
Florida,2021,Southeast,6,Men's,Athletic Footwear,1127,73864
Florida,2021,Southeast,6,Men's,Street Footwear,1320,80827
Florida,2021,Southeast,6,Women's,Apparel,1216,123306
Florida,2021,Southeast,6,Women's,Athletic Footwear,926,73746
Florida,2021,Southeast,6,Women's,Street Footwear,1148,90580
Florida,2021,Southeast,7,Men's,Apparel,1053,93249
Florida,2021,Southeast,7,Men's,Athletic Footwear,1238,110512
Florida,2021,Southeast,7,Men's,Street Footwear,1458,122859
Florida,2021,Southeast,7,Women's,Apparel,1008,102588
Florida,2021,Southeast,7,Women's,Athletic Footwear,966,79734
Florida,2021,Southeast,7,Women's,Street Footwear,1127,99890
Florida,2021,Southeast,8,Men's,Apparel,784,59040
Florida,2021,Southeast,8,Men's,Athletic Footwear,1303,102307
Florida,2021,Southeast,8,Men's,Street Footwear,1318,116621
Florida,2021,Southeast,8,Women's,Apparel,483,38307
Florida,2021,Southeast,8,Women's,Athletic Footwear,765,58419
Florida,2021,Southeast,8,Women's,Street Footwear,1120,85064
Florida,2021,Southeast,9,Men's,Apparel,443,29062
Florida,2021,Southeast,9,Men's,Athletic Footwear,785,47350
Florida,2021,Southeast,9,Men's,Street Footwear,795,44940
Florida,2021,Southeast,9,Women's,Apparel,474,24482
Florida,2021,Southeast,9,Women's,Athletic Footwear,393,21942
Florida,2021,Southeast,9,Women's,Street Footwear,471,25794
Florida,2021,Southeast,10,Men's,Apparel,564,33984
Florida,2021,Southeast,10,Men's,Athletic Footwear,909,54041
Florida,2021,Southeast,10,Men's,Street Footwear,640,30160
Florida,2021,Southeast,10,Women's,Apparel,644,42180
Florida,2021,Southeast,10,Women's,Athletic Footwear,608,31188
Florida,2021,Southeast,10,Women's,Street Footwear,640,35664
Florida,2021,Southeast,11,Men's,Apparel,746,58449
Florida,2021,Southeast,11,Men's,Athletic Footwear,1106,62076
Florida,2021,Southeast,11,Men's,Street Footwear,982,50871
Florida,2021,Southeast,11,Women's,Apparel,960,81000
Florida,2021,Southeast,11,Women's,Athletic Footwear,820,50090
Florida,2021,Southeast,11,Women's,Street Footwear,845,44278
Florida,2021,Southeast,12,Men's,Apparel,851,71348
Florida,2021,Southeast,12,Men's,Athletic Footwear,1256,98480
Florida,2021,Southeast,12,Men's,Street Footwear,1296,91792
Florida,2021,Southeast,12,Women's,Apparel,981,85747
Florida,2021,Southeast,12,Women's,Athletic Footwear,984,73872
Florida,2021,Southeast,12,Women's,Street Footwear,978,74106
Georgia,2021,Southeast,1,Men's,Apparel,1161,53778
Georgia,2021,Southeast,1,Men's,Athletic Footwear,1287,48302
Georgia,2021,Southeast,1,Men's,Street Footwear,1630,60058
Georgia,2021,Southeast,1,Women's,Apparel,1345,50273
Georgia,2021,Southeast,1,Women's,Athletic Footwear,1087,35752
Georgia,2021,Southeast,1,Women's,Street Footwear,1337,38278
Georgia,2021,Southeast,2,Men's,Apparel,286,12006
Georgia,2021,Southeast,2,Men's,Athletic Footwear,1190,44171
Georgia,2021,Southeast,2,Men's,Street Footwear,1763,66512
Georgia,2021,Southeast,2,Women's,Apparel,604,22294
Georgia,2021,Southeast,2,Women's,Athletic Footwear,393,14668
Georgia,2021,Southeast,2,Women's,Street Footwear,1240,34751
Georgia,2021,Southeast,3,Men's,Apparel,234,12084
Georgia,2021,Southeast,3,Men's,Athletic Footwear,589,27577
Georgia,2021,Southeast,3,Men's,Street Footwear,825,30959
Georgia,2021,Southeast,3,Women's,Apparel,557,26540
Georgia,2021,Southeast,3,Women's,Athletic Footwear,401,18895
Georgia,2021,Southeast,3,Women's,Street Footwear,612,29123
Georgia,2021,Southeast,4,Men's,Apparel,284,14509
Georgia,2021,Southeast,4,Men's,Athletic Footwear,524,26803
Georgia,2021,Southeast,4,Men's,Street Footwear,846,39263
Georgia,2021,Southeast,4,Women's,Apparel,567,37387
Georgia,2021,Southeast,4,Women's,Athletic Footwear,440,20902
Georgia,2021,Southeast,4,Women's,Street Footwear,582,29393
Georgia,2021,Southeast,5,Men's,Apparel,355,18061
Georgia,2021,Southeast,5,Men's,Athletic Footwear,644,32512
Georgia,2021,Southeast,5,Men's,Street Footwear,897,41939
Georgia,2021,Southeast,5,Women's,Apparel,644,42252
Georgia,2021,Southeast,5,Women's,Athletic Footwear,530,24403
Georgia,2021,Southeast,5,Women's,Street Footwear,693,35571
Georgia,2021,Southeast,6,Men's,Apparel,441,22745
Georgia,2021,Southeast,6,Men's,Athletic Footwear,835,43496
Georgia,2021,Southeast,6,Men's,Street Footwear,1054,48951
Georgia,2021,Southeast,6,Women's,Apparel,915,60370
Georgia,2021,Southeast,6,Women's,Athletic Footwear,652,30236
Georgia,2021,Southeast,6,Women's,Street Footwear,825,42421
Georgia,2021,Southeast,7,Men's,Apparel,775,39895
Georgia,2021,Southeast,7,Men's,Athletic Footwear,921,46849
Georgia,2021,Southeast,7,Men's,Street Footwear,1139,53528
Georgia,2021,Southeast,7,Women's,Apparel,775,50838
Georgia,2021,Southeast,7,Women's,Athletic Footwear,681,32130
Georgia,2021,Southeast,7,Women's,Street Footwear,846,43269
Georgia,2021,Southeast,8,Men's,Apparel,716,43950
Georgia,2021,Southeast,8,Men's,Athletic Footwear,1000,56450
Georgia,2021,Southeast,8,Men's,Street Footwear,1066,54922
Georgia,2021,Southeast,8,Women's,Apparel,672,44242
Georgia,2021,Southeast,8,Women's,Athletic Footwear,712,36997
Georgia,2021,Southeast,8,Women's,Street Footwear,800,41900
Georgia,2021,Southeast,9,Men's,Apparel,632,32152
Georgia,2021,Southeast,9,Men's,Athletic Footwear,954,44856
Georgia,2021,Southeast,9,Men's,Street Footwear,984,41064
Georgia,2021,Southeast,9,Women's,Apparel,716,40939
Georgia,2021,Southeast,9,Women's,Athletic Footwear,640,27360
Georgia,2021,Southeast,9,Women's,Street Footwear,720,30240
Georgia,2021,Southeast,10,Men's,Apparel,492,25182
Georgia,2021,Southeast,10,Men's,Athletic Footwear,840,38806
Georgia,2021,Southeast,10,Men's,Street Footwear,829,35009
Georgia,2021,Southeast,10,Women's,Apparel,561,36042
Georgia,2021,Southeast,10,Women's,Athletic Footwear,527,22145
Georgia,2021,Southeast,10,Women's,Street Footwear,578,24096
Georgia,2021,Southeast,11,Men's,Apparel,571,34463
Georgia,2021,Southeast,11,Men's,Athletic Footwear,932,51894
Georgia,2021,Southeast,11,Men's,Street Footwear,835,42090
Georgia,2021,Southeast,11,Women's,Apparel,756,48532
Georgia,2021,Southeast,11,Women's,Athletic Footwear,656,33096
Georgia,2021,Southeast,11,Women's,Street Footwear,685,35240
Georgia,2021,Southeast,12,Men's,Apparel,636,38704
Georgia,2021,Southeast,12,Men's,Athletic Footwear,1087,60159
Georgia,2021,Southeast,12,Men's,Street Footwear,1087,56053
Georgia,2021,Southeast,12,Women's,Apparel,795,51160
Georgia,2021,Southeast,12,Women's,Athletic Footwear,746,38373
Georgia,2021,Southeast,12,Women's,Street Footwear,760,38731
Hawaii,2021,West,1,Men's,Apparel,293,16047
Hawaii,2021,West,1,Men's,Athletic Footwear,548,27154
Hawaii,2021,West,1,Men's,Street Footwear,540,21370
Hawaii,2021,West,1,Women's,Apparel,599,29826
Hawaii,2021,West,1,Women's,Athletic Footwear,352,17369
Hawaii,2021,West,1,Women's,Street Footwear,548,26785
Hawaii,2021,West,2,Men's,Apparel,188,9286
Hawaii,2021,West,2,Men's,Athletic Footwear,536,26689
Hawaii,2021,West,2,Men's,Street Footwear,662,25932
Hawaii,2021,West,2,Women's,Apparel,452,20238
Hawaii,2021,West,2,Women's,Athletic Footwear,281,12421
Hawaii,2021,West,2,Women's,Street Footwear,536,26689
Hawaii,2021,West,3,Men's,Apparel,161,9480
Hawaii,2021,West,3,Men's,Athletic Footwear,441,24163
Hawaii,2021,West,3,Men's,Street Footwear,635,28440
Hawaii,2021,West,3,Women's,Apparel,410,22124
Hawaii,2021,West,3,Women's,Athletic Footwear,344,18712
Hawaii,2021,West,3,Women's,Street Footwear,476,28256
Hawaii,2021,West,4,Men's,Apparel,192,10434
Hawaii,2021,West,4,Men's,Athletic Footwear,381,24441
Hawaii,2021,West,4,Men's,Street Footwear,630,37670
Hawaii,2021,West,4,Women's,Apparel,419,28954
Hawaii,2021,West,4,Women's,Athletic Footwear,323,16004
Hawaii,2021,West,4,Women's,Street Footwear,441,28210
Hawaii,2021,West,5,Men's,Apparel,221,13030
Hawaii,2021,West,5,Men's,Athletic Footwear,473,28184
Hawaii,2021,West,5,Men's,Street Footwear,683,36932
Hawaii,2021,West,5,Women's,Apparel,618,45492
Hawaii,2021,West,5,Women's,Athletic Footwear,355,19284
Hawaii,2021,West,5,Women's,Street Footwear,473,27988
Hawaii,2021,West,6,Men's,Apparel,438,37054
Hawaii,2021,West,6,Men's,Athletic Footwear,756,56232
Hawaii,2021,West,6,Men's,Street Footwear,935,64820
Hawaii,2021,West,6,Women's,Apparel,819,81393
Hawaii,2021,West,6,Women's,Athletic Footwear,608,45467
Hawaii,2021,West,6,Women's,Street Footwear,780,57780
Hawaii,2021,West,7,Men's,Apparel,699,58670
Hawaii,2021,West,7,Men's,Athletic Footwear,832,69992
Hawaii,2021,West,7,Men's,Street Footwear,1008,79392
Hawaii,2021,West,7,Women's,Apparel,704,69784
Hawaii,2021,West,7,Women's,Athletic Footwear,630,49490
Hawaii,2021,West,7,Women's,Street Footwear,750,62850
Hawaii,2021,West,8,Men's,Apparel,672,46893
Hawaii,2021,West,8,Men's,Athletic Footwear,943,69853
Hawaii,2021,West,8,Men's,Street Footwear,960,80340
Hawaii,2021,West,8,Women's,Apparel,438,32586
Hawaii,2021,West,8,Women's,Athletic Footwear,667,46264
Hawaii,2021,West,8,Women's,Street Footwear,762,52368
Hawaii,2021,West,9,Men's,Apparel,441,32711
Hawaii,2021,West,9,Men's,Athletic Footwear,699,48781
Hawaii,2021,West,9,Men's,Street Footwear,699,44988
Hawaii,2021,West,9,Women's,Apparel,480,28380
Hawaii,2021,West,9,Women's,Athletic Footwear,410,26395
Hawaii,2021,West,9,Women's,Street Footwear,480,31095
Hawaii,2021,West,10,Men's,Apparel,320,20660
Hawaii,2021,West,10,Men's,Athletic Footwear,613,39293
Hawaii,2021,West,10,Men's,Street Footwear,599,32573
Hawaii,2021,West,10,Women's,Apparel,375,25800
Hawaii,2021,West,10,Women's,Athletic Footwear,358,19275
Hawaii,2021,West,10,Women's,Street Footwear,387,22872
Hawaii,2021,West,11,Men's,Apparel,488,41254
Hawaii,2021,West,11,Men's,Athletic Footwear,768,45408
Hawaii,2021,West,11,Men's,Street Footwear,683,36933
Hawaii,2021,West,11,Women's,Apparel,640,56480
Hawaii,2021,West,11,Women's,Athletic Footwear,504,32240
Hawaii,2021,West,11,Women's,Street Footwear,548,29525
Hawaii,2021,West,12,Men's,Apparel,553,49002
Hawaii,2021,West,12,Men's,Athletic Footwear,882,73514
Hawaii,2021,West,12,Men's,Street Footwear,889,65352
Hawaii,2021,West,12,Women's,Apparel,667,62513
Hawaii,2021,West,12,Women's,Athletic Footwear,645,50585
Hawaii,2021,West,12,Women's,Street Footwear,635,49990
Idaho,2021,West,1,Men's,Apparel,356,15151
Idaho,2021,West,1,Men's,Athletic Footwear,671,25122
Idaho,2021,West,1,Men's,Street Footwear,680,19328
Idaho,2021,West,1,Women's,Apparel,676,24776
Idaho,2021,West,1,Women's,Athletic Footwear,440,16566
Idaho,2021,West,1,Women's,Street Footwear,676,25417
Idaho,2021,West,2,Men's,Apparel,408,15458
Idaho,2021,West,2,Men's,Athletic Footwear,616,22878
Idaho,2021,West,2,Men's,Street Footwear,780,21798
Idaho,2021,West,2,Women's,Apparel,716,23714
Idaho,2021,West,2,Women's,Athletic Footwear,600,19745
Idaho,2021,West,2,Women's,Street Footwear,604,22462
Idaho,2021,West,3,Men's,Apparel,413,15591
Idaho,2021,West,3,Men's,Athletic Footwear,982,36160
Idaho,2021,West,3,Men's,Street Footwear,981,27318
Idaho,2021,West,3,Women's,Apparel,640,20928
Idaho,2021,West,3,Women's,Athletic Footwear,567,18627
Idaho,2021,West,3,Women's,Street Footwear,698,19364
Idaho,2021,West,4,Men's,Apparel,438,14530
Idaho,2021,West,4,Men's,Athletic Footwear,1060,29670
Idaho,2021,West,4,Men's,Street Footwear,1060,19930
Idaho,2021,West,4,Women's,Apparel,864,24412
Idaho,2021,West,4,Women's,Athletic Footwear,604,16847
Idaho,2021,West,4,Women's,Street Footwear,775,18264
Idaho,2021,West,5,Men's,Apparel,640,29720
Idaho,2021,West,5,Men's,Athletic Footwear,1168,32672
Idaho,2021,West,5,Men's,Street Footwear,1113,20594
Idaho,2021,West,5,Women's,Apparel,1208,50826
Idaho,2021,West,5,Women's,Athletic Footwear,785,25510
Idaho,2021,West,5,Women's,Street Footwear,926,21527
Idaho,2021,West,6,Men's,Apparel,725,37628
Idaho,2021,West,6,Men's,Athletic Footwear,1201,55353
Idaho,2021,West,6,Men's,Street Footwear,1178,49163
Idaho,2021,West,6,Women's,Apparel,1304,71877
Idaho,2021,West,6,Women's,Athletic Footwear,880,40535
Idaho,2021,West,6,Women's,Street Footwear,960,44502
Idaho,2021,West,7,Men's,Apparel,829,43257
Idaho,2021,West,7,Men's,Athletic Footwear,1248,63969
Idaho,2021,West,7,Men's,Street Footwear,1256,58406
Idaho,2021,West,7,Women's,Apparel,1272,78776
Idaho,2021,West,7,Women's,Athletic Footwear,820,38693
Idaho,2021,West,7,Women's,Street Footwear,1444,66788
Idaho,2021,West,8,Men's,Apparel,774,39515
Idaho,2021,West,8,Men's,Athletic Footwear,1200,61020
Idaho,2021,West,8,Men's,Street Footwear,1193,56014
Idaho,2021,West,8,Women's,Apparel,1160,64600
Idaho,2021,West,8,Women's,Athletic Footwear,761,35048
Idaho,2021,West,8,Women's,Street Footwear,1480,69645
Idaho,2021,West,9,Men's,Apparel,644,33080
Idaho,2021,West,9,Men's,Athletic Footwear,1032,52097
Idaho,2021,West,9,Men's,Street Footwear,1081,55355
Idaho,2021,West,9,Women's,Apparel,1006,47319
Idaho,2021,West,9,Women's,Athletic Footwear,652,35820
Idaho,2021,West,9,Women's,Street Footwear,1060,59421
Idaho,2021,West,10,Men's,Apparel,564,18237
Idaho,2021,West,10,Men's,Athletic Footwear,938,34531
Idaho,2021,West,10,Men's,Street Footwear,943,35042
Idaho,2021,West,10,Women's,Apparel,846,35675
Idaho,2021,West,10,Women's,Athletic Footwear,592,25379
Idaho,2021,West,10,Women's,Street Footwear,835,34545
Idaho,2021,West,11,Men's,Apparel,680,35207
Idaho,2021,West,11,Men's,Athletic Footwear,1087,35917
Idaho,2021,West,11,Men's,Street Footwear,1060,35112
Idaho,2021,West,11,Women's,Apparel,982,60788
Idaho,2021,West,11,Women's,Athletic Footwear,730,40382
Idaho,2021,West,11,Women's,Street Footwear,960,53520
Idaho,2021,West,12,Men's,Apparel,755,39095
Idaho,2021,West,12,Men's,Athletic Footwear,1224,63123
Idaho,2021,West,12,Men's,Street Footwear,1248,64806
Idaho,2021,West,12,Women's,Apparel,1153,69789
Idaho,2021,West,12,Women's,Athletic Footwear,851,47974
Idaho,2021,West,12,Women's,Street Footwear,1074,60837
Illinois,2021,Midwest,6,Men's,Apparel,892,50644
Illinois,2021,Midwest,6,Men's,Athletic Footwear,934,46302
Illinois,2021,Midwest,6,Men's,Street Footwear,3158,159133
Illinois,2021,Midwest,6,Women's,Apparel,1587,79692
Illinois,2021,Midwest,6,Women's,Athletic Footwear,445,19845
Illinois,2021,Midwest,6,Women's,Street Footwear,990,39761
Illinois,2021,Midwest,7,Men's,Apparel,1139,57927
Illinois,2021,Midwest,7,Men's,Athletic Footwear,2162,99155
Illinois,2021,Midwest,7,Men's,Street Footwear,3122,164563
Illinois,2021,Midwest,7,Women's,Apparel,2082,116178
Illinois,2021,Midwest,7,Women's,Athletic Footwear,1137,46452
Illinois,2021,Midwest,7,Women's,Street Footwear,1343,54828
Illinois,2021,Midwest,8,Men's,Apparel,449,26718
Illinois,2021,Midwest,8,Men's,Athletic Footwear,1296,45688
Illinois,2021,Midwest,8,Men's,Street Footwear,1564,56830
Illinois,2021,Midwest,8,Women's,Apparel,696,44897
Illinois,2021,Midwest,8,Women's,Athletic Footwear,1159,47377
Illinois,2021,Midwest,8,Women's,Street Footwear,1252,48068
Indiana,2021,Midwest,1,Men's,Apparel,254,11213
Indiana,2021,Midwest,1,Men's,Athletic Footwear,375,12900
Indiana,2021,Midwest,1,Men's,Street Footwear,625,21500
Indiana,2021,Midwest,1,Women's,Apparel,375,13050
Indiana,2021,Midwest,1,Women's,Athletic Footwear,195,5805
Indiana,2021,Midwest,1,Women's,Street Footwear,387,9675
Indiana,2021,Midwest,2,Men's,Apparel,258,11377
Indiana,2021,Midwest,2,Men's,Athletic Footwear,250,9900
Indiana,2021,Midwest,2,Men's,Street Footwear,699,24167
Indiana,2021,Midwest,2,Women's,Apparel,375,7424
Indiana,2021,Midwest,2,Women's,Athletic Footwear,161,4794
Indiana,2021,Midwest,2,Women's,Street Footwear,375,11025
Indiana,2021,Midwest,3,Men's,Apparel,219,7533
Indiana,2021,Midwest,3,Men's,Athletic Footwear,286,7028
Indiana,2021,Midwest,3,Men's,Street Footwear,671,16473
Indiana,2021,Midwest,3,Women's,Apparel,349,8651
Indiana,2021,Midwest,3,Women's,Athletic Footwear,156,3088
Indiana,2021,Midwest,3,Women's,Street Footwear,347,5133
Indiana,2021,Midwest,4,Men's,Apparel,195,12495
Indiana,2021,Midwest,4,Men's,Athletic Footwear,254,6242
Indiana,2021,Midwest,4,Men's,Street Footwear,625,15375
Indiana,2021,Midwest,4,Women's,Apparel,347,17134
Indiana,2021,Midwest,4,Women's,Athletic Footwear,161,3183
Indiana,2021,Midwest,4,Women's,Street Footwear,252,3728
Indiana,2021,Midwest,5,Men's,Apparel,258,11551
Indiana,2021,Midwest,5,Men's,Athletic Footwear,323,12701
Indiana,2021,Midwest,5,Men's,Street Footwear,709,41556
Indiana,2021,Midwest,5,Women's,Apparel,416,22697
Indiana,2021,Midwest,5,Women's,Athletic Footwear,224,7791
Indiana,2021,Midwest,5,Women's,Street Footwear,281,9779
Indiana,2021,Midwest,6,Men's,Apparel,228,8908
Indiana,2021,Midwest,6,Men's,Athletic Footwear,419,14383
Indiana,2021,Midwest,6,Men's,Street Footwear,730,28580
Indiana,2021,Midwest,6,Women's,Apparel,416,24596
Indiana,2021,Midwest,6,Women's,Athletic Footwear,221,6584
Indiana,2021,Midwest,6,Women's,Street Footwear,250,7350
Indiana,2021,Midwest,7,Men's,Apparel,250,13550
Indiana,2021,Midwest,7,Men's,Athletic Footwear,384,19116
Indiana,2021,Midwest,7,Men's,Street Footwear,699,37849
Indiana,2021,Midwest,7,Women's,Apparel,476,27954
Indiana,2021,Midwest,7,Women's,Athletic Footwear,224,9933
Indiana,2021,Midwest,7,Women's,Street Footwear,293,12981
Indiana,2021,Midwest,8,Men's,Apparel,228,11241
Indiana,2021,Midwest,8,Men's,Athletic Footwear,387,17067
Indiana,2021,Midwest,8,Men's,Street Footwear,677,33394
Indiana,2021,Midwest,8,Women's,Apparel,441,24164
Indiana,2021,Midwest,8,Women's,Athletic Footwear,260,10280
Indiana,2021,Midwest,8,Women's,Street Footwear,281,11072
Indiana,2021,Midwest,9,Men's,Apparel,192,6636
Indiana,2021,Midwest,9,Men's,Athletic Footwear,349,10396
Indiana,2021,Midwest,9,Men's,Street Footwear,608,21014
Indiana,2021,Midwest,9,Women's,Apparel,293,11448
Indiana,2021,Midwest,9,Women's,Athletic Footwear,191,4734
Indiana,2021,Midwest,9,Women's,Street Footwear,224,5502
Indiana,2021,Midwest,10,Men's,Apparel,188,8307
Indiana,2021,Midwest,10,Men's,Athletic Footwear,315,10830
Indiana,2021,Midwest,10,Men's,Street Footwear,516,22755
Indiana,2021,Midwest,10,Women's,Apparel,358,17733
Indiana,2021,Midwest,10,Women's,Athletic Footwear,194,6702
Indiana,2021,Midwest,10,Women's,Street Footwear,188,6466
Indiana,2021,Midwest,11,Men's,Apparel,325,19125
Indiana,2021,Midwest,11,Men's,Athletic Footwear,423,14609
Indiana,2021,Midwest,11,Men's,Street Footwear,548,24167
Indiana,2021,Midwest,11,Women's,Apparel,441,28300
Indiana,2021,Midwest,11,Women's,Athletic Footwear,358,12447
Indiana,2021,Midwest,11,Women's,Street Footwear,351,12042
Indiana,2021,Midwest,12,Men's,Apparel,384,22536
Indiana,2021,Midwest,12,Men's,Athletic Footwear,508,25292
Indiana,2021,Midwest,12,Men's,Street Footwear,750,44700
Indiana,2021,Midwest,12,Women's,Apparel,520,33439
Indiana,2021,Midwest,12,Women's,Athletic Footwear,387,18915
Indiana,2021,Midwest,12,Women's,Street Footwear,455,22645
Iowa,2021,Midwest,1,Men's,Apparel,195,7710
Iowa,2021,Midwest,1,Men's,Athletic Footwear,320,9530
Iowa,2021,Midwest,1,Men's,Street Footwear,576,17028
Iowa,2021,Midwest,1,Women's,Apparel,323,9544
Iowa,2021,Midwest,1,Women's,Athletic Footwear,129,3167
Iowa,2021,Midwest,1,Women's,Street Footwear,315,6170
Iowa,2021,Midwest,2,Men's,Apparel,188,7444
Iowa,2021,Midwest,2,Men's,Athletic Footwear,189,5631
Iowa,2021,Midwest,2,Men's,Street Footwear,640,19060
Iowa,2021,Midwest,2,Women's,Apparel,318,4701
Iowa,2021,Midwest,2,Women's,Athletic Footwear,98,2450
Iowa,2021,Midwest,2,Women's,Street Footwear,260,5200
Iowa,2021,Midwest,3,Men's,Apparel,189,5592
Iowa,2021,Midwest,3,Men's,Athletic Footwear,222,4393
Iowa,2021,Midwest,3,Men's,Street Footwear,606,11984
Iowa,2021,Midwest,3,Women's,Apparel,318,6360
Iowa,2021,Midwest,3,Women's,Athletic Footwear,128,1891
Iowa,2021,Midwest,3,Women's,Street Footwear,290,2835
Iowa,2021,Midwest,4,Men's,Apparel,159,9370
Iowa,2021,Midwest,4,Men's,Athletic Footwear,224,4382
Iowa,2021,Midwest,4,Men's,Street Footwear,599,11980
Iowa,2021,Midwest,4,Women's,Apparel,313,15398
Iowa,2021,Midwest,4,Women's,Athletic Footwear,128,1919
Iowa,2021,Midwest,4,Women's,Street Footwear,228,2280
Iowa,2021,Midwest,5,Men's,Apparel,192,8555
Iowa,2021,Midwest,5,Men's,Athletic Footwear,288,11331
Iowa,2021,Midwest,5,Men's,Street Footwear,666,39522
Iowa,2021,Midwest,5,Women's,Apparel,344,16923
Iowa,2021,Midwest,5,Women's,Athletic Footwear,159,5497
Iowa,2021,Midwest,5,Women's,Street Footwear,254,8782
Iowa,2021,Midwest,6,Men's,Apparel,219,7621
Iowa,2021,Midwest,6,Men's,Athletic Footwear,352,10406
Iowa,2021,Midwest,6,Men's,Street Footwear,662,22759
Iowa,2021,Midwest,6,Women's,Apparel,410,22210
Iowa,2021,Midwest,6,Women's,Athletic Footwear,219,5431
Iowa,2021,Midwest,6,Women's,Street Footwear,250,6150
Iowa,2021,Midwest,7,Men's,Apparel,260,12760
Iowa,2021,Midwest,7,Men's,Athletic Footwear,387,17328
Iowa,2021,Midwest,7,Men's,Street Footwear,688,34262
Iowa,2021,Midwest,7,Women's,Apparel,469,25419
Iowa,2021,Midwest,7,Women's,Athletic Footwear,222,8739
Iowa,2021,Midwest,7,Women's,Street Footwear,293,11448
Iowa,2021,Midwest,8,Men's,Apparel,226,11198
Iowa,2021,Midwest,8,Men's,Athletic Footwear,378,16776
Iowa,2021,Midwest,8,Men's,Street Footwear,656,32669
Iowa,2021,Midwest,8,Women's,Apparel,448,24444
Iowa,2021,Midwest,8,Women's,Athletic Footwear,254,9998
Iowa,2021,Midwest,8,Women's,Street Footwear,286,11379
Iowa,2021,Midwest,9,Men's,Apparel,195,6780
Iowa,2021,Midwest,9,Men's,Athletic Footwear,352,10329
Iowa,2021,Midwest,9,Men's,Street Footwear,608,21147
Iowa,2021,Midwest,9,Women's,Apparel,286,11196
Iowa,2021,Midwest,9,Women's,Athletic Footwear,188,4624
Iowa,2021,Midwest,9,Women's,Street Footwear,224,5551
Iowa,2021,Midwest,10,Men's,Apparel,163,7220
Iowa,2021,Midwest,10,Men's,Athletic Footwear,325,11150
Iowa,2021,Midwest,10,Men's,Street Footwear,512,22815
Iowa,2021,Midwest,10,Women's,Apparel,323,16076
Iowa,2021,Midwest,10,Women's,Athletic Footwear,156,5429
Iowa,2021,Midwest,10,Women's,Street Footwear,189,6576
Iowa,2021,Midwest,11,Men's,Apparel,224,13195
Iowa,2021,Midwest,11,Men's,Athletic Footwear,347,11929
Iowa,2021,Midwest,11,Men's,Street Footwear,512,22591
Iowa,2021,Midwest,11,Women's,Apparel,347,22122
Iowa,2021,Midwest,11,Women's,Athletic Footwear,252,8768
Iowa,2021,Midwest,11,Women's,Street Footwear,277,9524
Iowa,2021,Midwest,12,Men's,Apparel,284,16981
Iowa,2021,Midwest,12,Men's,Athletic Footwear,416,20527
Iowa,2021,Midwest,12,Men's,Street Footwear,672,39438
Iowa,2021,Midwest,12,Women's,Apparel,413,26316
Iowa,2021,Midwest,12,Women's,Athletic Footwear,286,14239
Iowa,2021,Midwest,12,Women's,Street Footwear,358,17651
Kansas,2021,Midwest,1,Men's,Apparel,219,10861
Kansas,2021,Midwest,1,Men's,Athletic Footwear,355,13960
Kansas,2021,Midwest,1,Men's,Street Footwear,613,24244
Kansas,2021,Midwest,1,Women's,Apparel,347,13664
Kansas,2021,Midwest,1,Women's,Athletic Footwear,161,5599
Kansas,2021,Midwest,1,Women's,Street Footwear,358,10491
Kansas,2021,Midwest,2,Men's,Apparel,293,10051
Kansas,2021,Midwest,2,Men's,Athletic Footwear,222,8833
Kansas,2021,Midwest,2,Men's,Street Footwear,683,26846
Kansas,2021,Midwest,2,Women's,Apparel,423,8264
Kansas,2021,Midwest,2,Women's,Athletic Footwear,192,3840
Kansas,2021,Midwest,2,Women's,Street Footwear,284,8461
Kansas,2021,Midwest,3,Men's,Apparel,191,6562
Kansas,2021,Midwest,3,Men's,Athletic Footwear,284,5621
Kansas,2021,Midwest,3,Men's,Street Footwear,698,13960
Kansas,2021,Midwest,3,Women's,Apparel,315,7745
Kansas,2021,Midwest,3,Women's,Athletic Footwear,126,2519
Kansas,2021,Midwest,3,Women's,Street Footwear,325,3175
Kansas,2021,Midwest,4,Men's,Apparel,188,7482
