Year-Month,Category,Subcategory,State,Units Sold,Total Sales,Total Operating Profit
2021-02,Apparel,Men's,Louisiana,279,12947,6228.33
2021-02,Apparel,Men's,Maryland,156,6896,2259.45
2021-02,Apparel,Men's,Massachusetts,244,11376,3138.0
2021-02,Apparel,Men's,Michigan,576,25416,10941.3
2021-02,Apparel,Men's,Mississippi,644,23748,8916.56
2021-02,Apparel,Men's,Missouri,413,16344,6054.8
2021-02,Apparel,Men's,Montana,2078,107009,66721.20000000001
2021-02,Apparel,Men's,New Hampshire,454,25084,8247.52
2021-02,Apparel,Men's,New Jersey,222,9802,3133.3
2021-02,Apparel,Men's,New Mexico,316,14538,4743.76
2021-02,Apparel,Men's,New York,704,37950,14129.5
2021-02,Apparel,Men's,North Carolina,780,34920,13410.0
2021-02,Apparel,Men's,North Dakota,226,10016,3805.4799999999996
2021-02,Apparel,Men's,Ohio,572,25252,9388.42
2021-02,Apparel,Men's,Oklahoma,410,13340,5077.0
2021-02,Apparel,Men's,Oregon,206,8597,3685.36
2021-02,Apparel,Men's,Rhode Island,200,8420,2765.45
2021-02,Apparel,Men's,South Carolina,889,44261,16602.67
2021-02,Apparel,Men's,South Dakota,221,10957,4055.7499999999995
2021-02,Apparel,Men's,Utah,596,19717,7459.35
2021-02,Apparel,Men's,Vermont,356,18225,6986.97
2021-02,Apparel,Men's,Virginia,202,8352,3636.75
2021-02,Apparel,Men's,West Virginia,315,15619,6653.200000000001
2021-02,Apparel,Men's,Wisconsin,188,7444,3880.84
2021-02,Apparel,Men's,Wyoming,645,31815,10294.15
2021-02,Apparel,Women's,Alaska,452,24554,8108.76
2021-02,Apparel,Women's,Arizona,554,20940,5674.76
2021-02,Apparel,Women's,Arkansas,685,13005,5554.3
2021-02,Apparel,Women's,California,3617,236508,30375.34
2021-02,Apparel,Women's,Connecticut,480,18348,6872.28
2021-02,Apparel,Women's,Delaware,423,16822,7225.66
2021-02,Apparel,Women's,Florida,632,29168,14031.0
2021-02,Apparel,Women's,Georgia,604,22294,6119.08
2021-02,Apparel,Women's,Hawaii,452,20238,8768.4
2021-02,Apparel,Women's,Idaho,716,23714,11362.4
2021-02,Apparel,Women's,Indiana,375,7424,3126.35
2021-02,Apparel,Women's,Iowa,318,4701,2013.6800000000003
2021-02,Apparel,Women's,Kansas,423,8264,3139.36
2021-02,Apparel,Women's,Kentucky,378,15042,6351.42
2021-02,Apparel,Women's,Louisiana,611,25687,9674.89
2021-02,Apparel,Women's,Maryland,288,10017,3283.56
2021-02,Apparel,Women's,Massachusetts,405,15250,5022.0
2021-02,Apparel,Women's,Michigan,688,23804,13638.68
2021-02,Apparel,Women's,Mississippi,785,18700,9874.0
2021-02,Apparel,Women's,Missouri,520,15360,8116.8
2021-02,Apparel,Women's,Montana,2960,175778,48453.42
2021-02,Apparel,Women's,New Hampshire,597,27722,10511.94
2021-02,Apparel,Women's,New Jersey,349,11993,5105.04
2021-02,Apparel,Women's,New Mexico,644,27164,7492.32
2021-02,Apparel,Women's,New York,832,36894,19517.16
2021-02,Apparel,Women's,North Carolina,903,26887,14032.2
2021-02,Apparel,Women's,North Dakota,344,8461,3558.9700000000003
2021-02,Apparel,Women's,Ohio,693,20647,10779.67
2021-02,Apparel,Women's,Oklahoma,560,10332,4420.92
2021-02,Apparel,Women's,Oregon,508,18889,6118.4
2021-02,Apparel,Women's,Rhode Island,367,12099,5263.9800000000005
2021-02,Apparel,Women's,South Carolina,1016,35344,18773.6
2021-02,Apparel,Women's,South Dakota,355,12185,5258.0
2021-02,Apparel,Women's,Utah,730,17076,9049.380000000001
2021-02,Apparel,Women's,Vermont,517,22025,9583.849999999999
2021-02,Apparel,Women's,Virginia,513,19288,6379.139999999999
2021-02,Apparel,Women's,West Virginia,455,11269,4860.400000000001
2021-02,Apparel,Women's,Wisconsin,315,4659,1963.7000000000003
2021-02,Apparel,Women's,Wyoming,774,30612,8578.68
2021-02,Athletic Footwear,Men's,Alaska,763,36811,10676.970000000001
2021-02,Athletic Footwear,Men's,Arizona,667,28685,12516.32
2021-02,Athletic Footwear,Men's,Arkansas,438,10126,3802.94
2021-02,Athletic Footwear,Men's,California,4117,217246,43489.46
2021-02,Athletic Footwear,Men's,Connecticut,202,6583,2490.29
2021-02,Athletic Footwear,Men's,Delaware,228,7821,2991.75
2021-02,Athletic Footwear,Men's,Florida,853,35661,13599.69
2021-02,Athletic Footwear,Men's,Georgia,1190,44171,16595.14
2021-02,Athletic Footwear,Men's,Hawaii,536,26689,7216.15
2021-02,Athletic Footwear,Men's,Idaho,616,22878,9859.880000000001
2021-02,Athletic Footwear,Men's,Indiana,250,9900,4245.0
2021-02,Athletic Footwear,Men's,Iowa,189,5631,2129.19
2021-02,Athletic Footwear,Men's,Kansas,222,8833,2906.52
2021-02,Athletic Footwear,Men's,Kentucky,531,15612,5836.26
2021-02,Athletic Footwear,Men's,Louisiana,954,31608,10301.76
2021-02,Athletic Footwear,Men's,Maryland,286,11257,4188.22
2021-02,Athletic Footwear,Men's,Massachusetts,358,15185,7283.37
2021-02,Athletic Footwear,Men's,Michigan,419,12382,4702.18
2021-02,Athletic Footwear,Men's,Mississippi,567,13174,4939.0599999999995
2021-02,Athletic Footwear,Men's,Missouri,476,11799,4420.53
2021-02,Athletic Footwear,Men's,Montana,3783,183892,60185.619999999995
2021-02,Athletic Footwear,Men's,New Hampshire,354,18442,7004.47
2021-02,Athletic Footwear,Men's,New Jersey,254,9998,4199.0
2021-02,Athletic Footwear,Men's,New Mexico,636,23492,10219.28
2021-02,Athletic Footwear,Men's,New York,645,25365,8199.65
2021-02,Athletic Footwear,Men's,North Carolina,618,21344,8178.25
2021-02,Athletic Footwear,Men's,North Dakota,195,5760,2154.6
2021-02,Athletic Footwear,Men's,Ohio,258,10204,3813.84
2021-02,Athletic Footwear,Men's,Oklahoma,390,9020,3457.75
2021-02,Athletic Footwear,Men's,Oregon,640,26600,11278.48
2021-02,Athletic Footwear,Men's,Rhode Island,244,9201,3029.41
2021-02,Athletic Footwear,Men's,South Carolina,813,28267,10724.41
2021-02,Athletic Footwear,Men's,South Dakota,226,7859,2583.12
2021-02,Athletic Footwear,Men's,Utah,564,21116,8101.66
2021-02,Athletic Footwear,Men's,Vermont,410,19020,8073.6
2021-02,Athletic Footwear,Men's,Virginia,720,23742,10166.669999999998
2021-02,Athletic Footwear,Men's,West Virginia,163,5667,2125.5699999999997
2021-02,Athletic Footwear,Men's,Wisconsin,252,8768,3701.6800000000003
2021-02,Athletic Footwear,Men's,Wyoming,455,17780,6601.0
2021-02,Athletic Footwear,Women's,Alaska,221,11003,3066.31
2021-02,Athletic Footwear,Women's,Arizona,356,13162,5041.68
2021-02,Athletic Footwear,Women's,Arkansas,398,7430,3179.9
2021-02,Athletic Footwear,Women's,California,3461,177603,50107.939999999995
2021-02,Athletic Footwear,Women's,Connecticut,198,6399,2100.1
2021-02,Athletic Footwear,Women's,Delaware,195,6735,2916.75
2021-02,Athletic Footwear,Women's,Florida,443,20464,6842.28
2021-02,Athletic Footwear,Women's,Georgia,393,14668,6235.360000000001
2021-02,Athletic Footwear,Women's,Hawaii,281,12421,3426.69
2021-02,Athletic Footwear,Women's,Idaho,600,19745,8448.960000000001
2021-02,Athletic Footwear,Women's,Indiana,161,4794,1803.1799999999998
2021-02,Athletic Footwear,Women's,Iowa,98,2450,815.5
2021-02,Athletic Footwear,Women's,Kansas,192,3840,1428.0
2021-02,Athletic Footwear,Women's,Kentucky,159,5531,2374.24
2021-02,Athletic Footwear,Women's,Louisiana,398,16937,7429.849999999999
2021-02,Athletic Footwear,Women's,Maryland,64,1892,721.0
2021-02,Athletic Footwear,Women's,Massachusetts,393,12951,3662.38
2021-02,Athletic Footwear,Women's,Michigan,484,14301,5432.629999999999
2021-02,Athletic Footwear,Women's,Mississippi,514,12262,5244.02
2021-02,Athletic Footwear,Women's,Missouri,320,7930,3373.6
2021-02,Athletic Footwear,Women's,Montana,2090,89790,38321.079999999994
2021-02,Athletic Footwear,Women's,New Hampshire,326,13543,4463.9
2021-02,Athletic Footwear,Women's,New Jersey,130,3870,1661.1
2021-02,Athletic Footwear,Women's,New Mexico,440,18196,6866.86
2021-02,Athletic Footwear,Women's,New York,608,23921,7766.82
2021-02,Athletic Footwear,Women's,North Carolina,667,19868,8359.0
2021-02,Athletic Footwear,Women's,North Dakota,130,3870,1291.5
2021-02,Athletic Footwear,Women's,Ohio,476,14179,5964.5
2021-02,Athletic Footwear,Women's,Oklahoma,282,5301,2275.01
2021-02,Athletic Footwear,Women's,Oregon,322,12118,4646.72
2021-02,Athletic Footwear,Women's,Rhode Island,79,2197,947.58
2021-02,Athletic Footwear,Women's,South Carolina,794,27452,9072.15
2021-02,Athletic Footwear,Women's,South Dakota,125,4325,1413.0
2021-02,Athletic Footwear,Women's,Utah,480,9141,3851.46
2021-02,Athletic Footwear,Women's,Vermont,243,9060,3392.4
2021-02,Athletic Footwear,Women's,Virginia,322,11996,4636.72
2021-02,Athletic Footwear,Women's,West Virginia,224,7791,3332.98
2021-02,Athletic Footwear,Women's,Wisconsin,95,2335,760.3
2021-02,Athletic Footwear,Women's,Wyoming,548,18811,7095.53
2021-02,Street Footwear,Men's,Alaska,1366,61792,21070.65
2021-02,Street Footwear,Men's,Arizona,845,27896,10676.289999999999
2021-02,Street Footwear,Men's,Arkansas,1000,23389,9990.64
2021-02,Street Footwear,Men's,California,4118,190326,65977.27
2021-02,Street Footwear,Men's,Connecticut,756,24559,9356.49
2021-02,Street Footwear,Men's,Delaware,672,23373,8830.29
2021-02,Street Footwear,Men's,Florida,1422,61164,28760.760000000002
2021-02,Street Footwear,Men's,Georgia,1763,66512,31939.920000000002
2021-02,Street Footwear,Men's,Hawaii,662,25932,8371.44
2021-02,Street Footwear,Men's,Idaho,780,21798,8319.39
2021-02,Street Footwear,Men's,Indiana,699,24167,10355.18
2021-02,Street Footwear,Men's,Iowa,640,19060,6164.6
2021-02,Street Footwear,Men's,Kansas,683,26846,10273.0
2021-02,Street Footwear,Men's,Kentucky,1000,29550,12576.0
2021-02,Street Footwear,Men's,Louisiana,988,22974,7339.1
2021-02,Street Footwear,Men's,Maryland,719,28616,10858.0
2021-02,Street Footwear,Men's,Massachusetts,926,38794,18331.91
2021-02,Street Footwear,Men's,Michigan,857,25528,10897.34
2021-02,Street Footwear,Men's,Mississippi,1099,25606,10919.86
2021-02,Street Footwear,Men's,Missouri,943,23575,10138.5
2021-02,Street Footwear,Men's,Montana,4063,171928,82149.76000000001
2021-02,Street Footwear,Men's,New Hampshire,932,48165,17908.230000000003
2021-02,Street Footwear,Men's,New Jersey,699,27811,11705.5
2021-02,Street Footwear,Men's,New Mexico,795,22654,9711.75
2021-02,Street Footwear,Men's,New York,1088,42806,22371.66
2021-02,Street Footwear,Men's,North Carolina,1056,36267,15246.0
2021-02,Street Footwear,Men's,North Dakota,645,19060,6286.4
2021-02,Street Footwear,Men's,Ohio,688,27244,11579.32
2021-02,Street Footwear,Men's,Oklahoma,966,22398,8470.02
2021-02,Street Footwear,Men's,Oregon,815,26320,11338.599999999999
2021-02,Street Footwear,Men's,Rhode Island,795,29070,9557.5
2021-02,Street Footwear,Men's,South Carolina,1238,43067,18121.0
2021-02,Street Footwear,Men's,South Dakota,677,23543,8756.85
2021-02,Street Footwear,Men's,Utah,720,20259,7631.91
2021-02,Street Footwear,Men's,Vermont,966,45144,19457.16
2021-02,Street Footwear,Men's,Virginia,1256,41456,21944.8
2021-02,Street Footwear,Men's,West Virginia,613,21041,8990.48
2021-02,Street Footwear,Men's,Wisconsin,710,24690,10692.0
2021-02,Street Footwear,Men's,Wyoming,563,16551,6128.46
2021-02,Street Footwear,Women's,Alaska,821,36697,10026.53
2021-02,Street Footwear,Women's,Arizona,668,28296,10635.21
2021-02,Street Footwear,Women's,Arkansas,514,7416,3185.2200000000003
2021-02,Street Footwear,Women's,California,3538,182680,59155.32000000001
2021-02,Street Footwear,Women's,Connecticut,277,6505,2748.2200000000003
2021-02,Street Footwear,Women's,Delaware,288,7137,3021.12
2021-02,Street Footwear,Women's,Florida,978,31434,8875.98
2021-02,Street Footwear,Women's,Georgia,1240,34751,9703.31
2021-02,Street Footwear,Women's,Hawaii,536,26689,8550.6
2021-02,Street Footwear,Women's,Idaho,604,22462,8583.54
2021-02,Street Footwear,Women's,Indiana,375,11025,4632.75
2021-02,Street Footwear,Women's,Iowa,260,5200,1716.0
2021-02,Street Footwear,Women's,Kansas,284,8461,2760.73
2021-02,Street Footwear,Women's,Kentucky,599,11732,5027.6
2021-02,Street Footwear,Women's,Louisiana,681,22811,7501.219999999999
2021-02,Street Footwear,Women's,Maryland,344,10113,4250.13
2021-02,Street Footwear,Women's,Massachusetts,434,14192,5439.75
2021-02,Street Footwear,Women's,Michigan,488,9647,3591.1499999999996
2021-02,Street Footwear,Women's,Mississippi,656,9176,3868.32
2021-02,Street Footwear,Women's,Missouri,540,7985,2955.75
2021-02,Street Footwear,Women's,Montana,2954,131883,62777.41
2021-02,Street Footwear,Women's,New Hampshire,441,18351,5171.24
2021-02,Street Footwear,Women's,New Jersey,315,9385,3098.25
2021-02,Street Footwear,Women's,New Mexico,624,23208,8901.6
2021-02,Street Footwear,Women's,New York,693,20647,7807.03
2021-02,Street Footwear,Women's,North Carolina,683,16759,7067.0
2021-02,Street Footwear,Women's,North Dakota,256,5064,1636.24
2021-02,Street Footwear,Women's,Ohio,313,9327,3968.31
2021-02,Street Footwear,Women's,Oklahoma,465,6540,2475.6
2021-02,Street Footwear,Women's,Oregon,652,27408,11688.239999999998
2021-02,Street Footwear,Women's,Rhode Island,330,9420,2648.4
2021-02,Street Footwear,Women's,South Carolina,844,20762,8887.85
2021-02,Street Footwear,Women's,South Dakota,293,7257,2372.94
2021-02,Street Footwear,Women's,Utah,561,20612,7599.88
2021-02,Street Footwear,Women's,Vermont,486,18486,6156.24
2021-02,Street Footwear,Women's,Virginia,820,18840,6273.9
2021-02,Street Footwear,Women's,West Virginia,221,5479,2050.13
2021-02,Street Footwear,Women's,Wisconsin,323,8002,3063.5
2021-02,Street Footwear,Women's,Wyoming,438,17432,6444.4
2021-03,Apparel,Men's,Alaska,228,14767,4166.63
2021-03,Apparel,Men's,Arizona,195,10148,3260.52
2021-03,Apparel,Men's,Arkansas,403,12942,4864.1
2021-03,Apparel,Men's,California,2162,101717,58555.04000000001
2021-03,Apparel,Men's,Connecticut,242,11439,3701.58
2021-03,Apparel,Men's,Delaware,224,11004,3549.14
2021-03,Apparel,Men's,Florida,279,16699,3847.12
2021-03,Apparel,Men's,Georgia,234,12084,4578.78
2021-03,Apparel,Men's,Hawaii,161,9480,1639.8000000000002
2021-03,Apparel,Men's,Idaho,413,15591,5234.349999999999
2021-03,Apparel,Men's,Indiana,219,7533,2442.94
2021-03,Apparel,Men's,Iowa,189,5592,2948.88
2021-03,Apparel,Men's,Kansas,191,6562,2441.0199999999995
2021-03,Apparel,Men's,Kentucky,194,10537,3939.6299999999997
2021-03,Apparel,Men's,Louisiana,239,13184,6380.4
2021-03,Apparel,Men's,Maryland,97,4321,1419.28
2021-03,Apparel,Men's,Massachusetts,160,7450,2105.06
2021-03,Apparel,Men's,Michigan,469,20917,8851.84
2021-03,Apparel,Men's,Mississippi,510,16567,6135.57
2021-03,Apparel,Men's,Missouri,325,14325,5444.25
2021-03,Apparel,Men's,Montana,1008,54746,34481.22
2021-03,Apparel,Men's,New Hampshire,320,18300,6096.599999999999
2021-03,Apparel,Men's,New Jersey,159,7087,2345.4
2021-03,Apparel,Men's,New Mexico,281,15588,5098.81
2021-03,Apparel,Men's,New York,608,32908,12467.42
2021-03,Apparel,Men's,North Carolina,683,26846,9980.699999999999
2021-03,Apparel,Men's,North Dakota,161,6296,2398.0
2021-03,Apparel,Men's,Ohio,488,19181,7298.6900000000005
2021-03,Apparel,Men's,Oklahoma,285,9377,3592.89
2021-03,Apparel,Men's,Oregon,156,8194,3511.7200000000003
2021-03,Apparel,Men's,Rhode Island,120,5080,1705.5
2021-03,Apparel,Men's,South Carolina,806,35546,13405.83
2021-03,Apparel,Men's,South Dakota,156,7707,2916.0
2021-03,Apparel,Men's,Tennessee,1452,54259,18456.96
2021-03,Apparel,Men's,Utah,465,17370,6633.0
2021-03,Apparel,Men's,Vermont,278,14038,5329.5199999999995
2021-03,Apparel,Men's,Virginia,163,8449,3591.58
2021-03,Apparel,Men's,West Virginia,284,11183,4691.5
2021-03,Apparel,Men's,Wisconsin,159,4736,2476.46
2021-03,Apparel,Men's,Wyoming,576,28422,9414.9
2021-03,Apparel,Women's,Alaska,347,18941,6063.9
2021-03,Apparel,Women's,Arizona,520,24345,6785.83
2021-03,Apparel,Women's,Arkansas,564,13438,5778.88
2021-03,Apparel,Women's,California,2126,88174,19759.28
2021-03,Apparel,Women's,Connecticut,408,15239,5820.61
2021-03,Apparel,Women's,Delaware,347,13808,5804.0
2021-03,Apparel,Women's,Florida,607,34242,16352.76
2021-03,Apparel,Women's,Georgia,557,26540,7315.799999999999
2021-03,Apparel,Women's,Hawaii,410,22124,9487.1
2021-03,Apparel,Women's,Idaho,640,20928,11131.2
2021-03,Apparel,Women's,Indiana,349,8651,3673.52
2021-03,Apparel,Women's,Iowa,318,6360,2720.8
2021-03,Apparel,Women's,Kansas,315,7745,2935.0
2021-03,Apparel,Women's,Kentucky,315,13980,5892.3
2021-03,Apparel,Women's,Louisiana,554,22806,8434.82
2021-03,Apparel,Women's,Maryland,224,7742,2565.15
2021-03,Apparel,Women's,Massachusetts,322,12214,4043.42
2021-03,Apparel,Women's,Michigan,618,21344,12399.86
2021-03,Apparel,Women's,Mississippi,684,15889,8391.22
2021-03,Apparel,Women's,Missouri,452,15718,8379.2
2021-03,Apparel,Women's,Montana,1238,73098,20315.24
2021-03,Apparel,Women's,New Hampshire,474,21939,8190.57
2021-03,Apparel,Women's,New Jersey,286,9827,4126.0
2021-03,Apparel,Women's,New Mexico,604,31289,8805.09
2021-03,Apparel,Women's,New York,736,32798,17091.3
2021-03,Apparel,Women's,North Carolina,794,23313,12204.06
2021-03,Apparel,Women's,North Dakota,288,8514,3617.28
2021-03,Apparel,Women's,Ohio,603,17834,9311.24
2021-03,Apparel,Women's,Oklahoma,432,10046,4335.62
2021-03,Apparel,Women's,Oregon,477,22863,7550.46
2021-03,Apparel,Women's,Rhode Island,284,9207,3969.28
2021-03,Apparel,Women's,South Carolina,914,31423,16497.74
2021-03,Apparel,Women's,South Dakota,284,11183,4756.99
2021-03,Apparel,Women's,Tennessee,2227,72753,39682.310000000005
2021-03,Apparel,Women's,Utah,640,17840,9531.8
2021-03,Apparel,Women's,Vermont,451,18439,8034.639999999999
2021-03,Apparel,Women's,Virginia,480,22392,7390.4400000000005
2021-03,Apparel,Women's,West Virginia,406,12099,5168.46
2021-03,Apparel,Women's,Wisconsin,288,5634,2412.36
2021-03,Apparel,Women's,Wyoming,715,28105,7758.85
2021-03,Athletic Footwear,Men's,Alaska,315,17130,6502.500000000001
2021-03,Athletic Footwear,Men's,Arizona,561,26468,11447.52
2021-03,Athletic Footwear,Men's,Arkansas,530,9958,3711.2599999999998
2021-03,Athletic Footwear,Men's,California,2133,89538,25074.99
2021-03,Athletic Footwear,Men's,Connecticut,349,13304,5728.32
2021-03,Athletic Footwear,Men's,Delaware,318,12652,4693.4
2021-03,Athletic Footwear,Men's,Florida,624,35256,9895.36
2021-03,Athletic Footwear,Men's,Georgia,589,27577,11802.02
2021-03,Athletic Footwear,Men's,Hawaii,441,24163,5373.14
2021-03,Athletic Footwear,Men's,Idaho,982,36160,13528.279999999999
2021-03,Athletic Footwear,Men's,Indiana,286,7028,3021.65
2021-03,Athletic Footwear,Men's,Iowa,222,4393,1626.85
2021-03,Athletic Footwear,Men's,Kansas,284,5621,2101.87
2021-03,Athletic Footwear,Men's,Kentucky,284,12544,4729.0599999999995
2021-03,Athletic Footwear,Men's,Louisiana,596,30336,13089.449999999999
2021-03,Athletic Footwear,Men's,Maryland,189,6576,2460.72
2021-03,Athletic Footwear,Men's,Massachusetts,283,10677,3546.64
2021-03,Athletic Footwear,Men's,Michigan,576,19782,8477.279999999999
2021-03,Athletic Footwear,Men's,Mississippi,628,14960,5626.4
2021-03,Athletic Footwear,Men's,Missouri,387,13458,5006.099999999999
2021-03,Athletic Footwear,Men's,Montana,1739,68218,23424.579999999998
2021-03,Athletic Footwear,Men's,New Hampshire,432,20299,8681.59
2021-03,Athletic Footwear,Men's,New Jersey,258,8856,3359.44
2021-03,Athletic Footwear,Men's,New Mexico,648,32608,14030.560000000001
2021-03,Athletic Footwear,Men's,New York,715,32010,12002.1
2021-03,Athletic Footwear,Men's,North Carolina,750,22350,8257.5
2021-03,Athletic Footwear,Men's,North Dakota,258,7566,2457.7200000000003
2021-03,Athletic Footwear,Men's,Ohio,576,16902,6255.9
2021-03,Athletic Footwear,Men's,Oklahoma,401,7557,2895.46
2021-03,Athletic Footwear,Men's,Oregon,508,23995,9130.7
2021-03,Athletic Footwear,Men's,Rhode Island,239,7961,2984.5499999999997
2021-03,Athletic Footwear,Men's,South Carolina,910,31220,11867.8
2021-03,Athletic Footwear,Men's,South Dakota,250,9850,3177.0
2021-03,Athletic Footwear,Men's,Tennessee,3087,95511,39218.65
2021-03,Athletic Footwear,Men's,Utah,557,15666,6026.999999999999
2021-03,Athletic Footwear,Men's,Vermont,400,17070,8178.3
2021-03,Athletic Footwear,Men's,Virginia,508,23505,8891.55
2021-03,Athletic Footwear,Men's,West Virginia,344,10113,4306.02
2021-03,Athletic Footwear,Men's,Wisconsin,219,4336,1643.0
2021-03,Athletic Footwear,Men's,Wyoming,656,25847,8432.68
2021-03,Athletic Footwear,Women's,Alaska,161,8013,2232.57
2021-03,Athletic Footwear,Women's,Arizona,361,17030,6363.74
2021-03,Athletic Footwear,Women's,Arkansas,330,6189,2685.9
2021-03,Athletic Footwear,Women's,California,2628,110659,41951.71
2021-03,Athletic Footwear,Women's,Connecticut,164,5378,1746.96
2021-03,Athletic Footwear,Women's,Delaware,156,5367,2275.76
2021-03,Athletic Footwear,Women's,Florida,530,29566,9742.56
2021-03,Athletic Footwear,Women's,Georgia,401,18895,8117.92
2021-03,Athletic Footwear,Women's,Hawaii,344,18712,5072.68
2021-03,Athletic Footwear,Women's,Idaho,567,18627,8890.84
2021-03,Athletic Footwear,Women's,Indiana,156,3088,1139.6999999999998
2021-03,Athletic Footwear,Women's,Iowa,128,1891,614.3399999999999
2021-03,Athletic Footwear,Women's,Kansas,126,2519,949.25
2021-03,Athletic Footwear,Women's,Kentucky,127,4972,2105.44
2021-03,Athletic Footwear,Women's,Louisiana,480,24828,10685.039999999999
2021-03,Athletic Footwear,Women's,Maryland,32,953,355.88
2021-03,Athletic Footwear,Women's,Massachusetts,480,15783,4340.88
2021-03,Athletic Footwear,Women's,Michigan,416,12388,4678.87
2021-03,Athletic Footwear,Women's,Mississippi,440,8294,3563.75
2021-03,Athletic Footwear,Women's,Missouri,254,7512,3171.12
2021-03,Athletic Footwear,Women's,Montana,1797,70985,31375.94
2021-03,Athletic Footwear,Women's,New Hampshire,233,9906,3276.39
2021-03,Athletic Footwear,Women's,New Jersey,97,2844,1208.88
2021-03,Athletic Footwear,Women's,New Mexico,446,22531,8472.59
2021-03,Athletic Footwear,Women's,New York,531,21134,6794.94
2021-03,Athletic Footwear,Women's,North Carolina,599,14974,6423.6
2021-03,Athletic Footwear,Women's,North Dakota,97,2424,793.1999999999999
2021-03,Athletic Footwear,Women's,Ohio,423,10476,4472.64
2021-03,Athletic Footwear,Women's,Oklahoma,198,3803,1632.88
2021-03,Athletic Footwear,Women's,Oregon,390,18610,6986.05
2021-03,Athletic Footwear,Women's,Rhode Island,41,1142,491.2
2021-03,Athletic Footwear,Women's,South Carolina,719,21137,6807.66
2021-03,Athletic Footwear,Women's,South Dakota,98,3384,1121.46
2021-03,Athletic Footwear,Women's,Tennessee,1876,55842,28734.18
2021-03,Athletic Footwear,Women's,Utah,398,9429,4019.87
2021-03,Athletic Footwear,Women's,Vermont,202,7538,2888.3199999999997
2021-03,Athletic Footwear,Women's,Virginia,393,18584,6966.16
2021-03,Athletic Footwear,Women's,West Virginia,224,5501,2346.9100000000003
2021-03,Athletic Footwear,Women's,Wisconsin,95,1404,452.0
2021-03,Athletic Footwear,Women's,Wyoming,512,17696,6637.12
2021-03,Street Footwear,Men's,Alaska,698,38084,14464.660000000002
2021-03,Street Footwear,Men's,Arizona,805,30005,11377.55
2021-03,Street Footwear,Men's,Arkansas,1032,19248,8339.04
2021-03,Street Footwear,Men's,California,2495,81868,35089.54
2021-03,Street Footwear,Men's,Connecticut,832,30602,12889.76
2021-03,Street Footwear,Men's,Delaware,703,27488,10246.48
2021-03,Street Footwear,Men's,Florida,881,40845,13302.5
2021-03,Street Footwear,Men's,Georgia,825,30959,13037.2
2021-03,Street Footwear,Men's,Hawaii,635,28440,8001.0
2021-03,Street Footwear,Men's,Idaho,981,27318,10082.1
2021-03,Street Footwear,Men's,Indiana,671,16473,6971.23
2021-03,Street Footwear,Men's,Iowa,606,11984,3853.6000000000004
2021-03,Street Footwear,Men's,Kansas,698,13960,5314.4
2021-03,Street Footwear,Men's,Kentucky,676,29796,12621.96
2021-03,Street Footwear,Men's,Louisiana,851,35284,15136.539999999999
2021-03,Street Footwear,Men's,Maryland,570,19575,8350.0
2021-03,Street Footwear,Men's,Massachusetts,752,27966,9239.04
2021-03,Street Footwear,Men's,Michigan,986,34294,17954.84
2021-03,Street Footwear,Men's,Mississippi,1130,26761,11617.15
2021-03,Street Footwear,Men's,Missouri,806,28024,11905.24
2021-03,Street Footwear,Men's,Montana,1781,56191,24958.91
2021-03,Street Footwear,Men's,New Hampshire,923,43917,18815.22
2021-03,Street Footwear,Men's,New Jersey,639,21933,8183.43
2021-03,Street Footwear,Men's,New Mexico,902,37620,14592.6
2021-03,Street Footwear,Men's,New York,1122,50238,24159.420000000002
2021-03,Street Footwear,Men's,North Carolina,1196,35328,15213.119999999999
2021-03,Street Footwear,Men's,North Dakota,629,18736,7023.92
2021-03,Street Footwear,Men's,Ohio,1001,29337,12483.24
2021-03,Street Footwear,Men's,Oklahoma,906,16874,7195.08
2021-03,Street Footwear,Men's,Oregon,746,27868,10634.96
2021-03,Street Footwear,Men's,Rhode Island,712,23405,8838.97
2021-03,Street Footwear,Men's,South Carolina,1285,44445,21137.1
2021-03,Street Footwear,Men's,South Dakota,619,24636,9299.64
2021-03,Street Footwear,Men's,Tennessee,3128,72315,29557.0
2021-03,Street Footwear,Men's,Utah,1066,29532,12534.24
2021-03,Street Footwear,Men's,Vermont,872,37248,17957.8
2021-03,Street Footwear,Men's,Virginia,780,29294,11050.78
2021-03,Street Footwear,Men's,West Virginia,735,21720,9196.2
2021-03,Street Footwear,Men's,Wisconsin,611,12079,3918.39
2021-03,Street Footwear,Men's,Wyoming,1066,42148,22008.8
2021-03,Street Footwear,Women's,Alaska,344,15204,4140.48
2021-03,Street Footwear,Women's,Arizona,560,26362,10159.73
2021-03,Street Footwear,Women's,Arkansas,550,5276,2278.4
2021-03,Street Footwear,Women's,California,3213,135872,57827.98
2021-03,Street Footwear,Women's,Connecticut,393,11197,3689.3999999999996
2021-03,Street Footwear,Women's,Delaware,344,10251,4380.54
2021-03,Street Footwear,Women's,Florida,689,41412,13445.71
2021-03,Street Footwear,Women's,Georgia,612,29123,11113.31
2021-03,Street Footwear,Women's,Hawaii,476,28256,7869.98
2021-03,Street Footwear,Women's,Idaho,698,19364,7301.36
2021-03,Street Footwear,Women's,Indiana,347,5133,1947.75
2021-03,Street Footwear,Women's,Iowa,290,2835,909.0
2021-03,Street Footwear,Women's,Kansas,325,3175,1185.5
2021-03,Street Footwear,Women's,Kentucky,323,11232,4741.0
