Units Sold,Total Sales,Total Operating Profit,Price per Unit,Profit per Unit
1106,62076,17491.32,56.12658227848101,15.81493670886076
820,50090,16594.6,61.08536585365854,20.23731707317073
982,50871,16448.42,51.80346232179226,16.749918533604887
845,44278,14673.25,52.4,17.364792899408283
851,71348,16853.26,83.84018801410106,19.80406580493537
981,85747,40327.35,87.40774719673803,41.10840978593272
1256,98480,27104.8,78.40764331210191,21.580254777070063
984,73872,24179.28,75.07317073170732,24.572439024390242
1296,91792,30067.2,70.82716049382717,23.2
978,74106,23928.48,75.77300613496932,24.46674846625767
1161,53778,20234.059999999998,46.320413436692505,17.428130921619292
1345,50273,26273.7,37.37769516728625,19.53434944237918
1287,48302,18051.899999999998,37.53069153069153,14.026340326340325
1087,35752,11953.13,32.89052437902484,10.996439742410303
1630,60058,28505.5,36.84539877300613,17.488036809815952
1337,38278,11019.9,28.62976813762154,8.242258788332087
286,12006,4555.53,41.97902097902098,15.928426573426572
604,22294,6119.08,36.91059602649007,10.13092715231788
1190,44171,16595.14,37.11848739495798,13.945495798319326
393,14668,6235.360000000001,37.32315521628499,15.866055979643768
1763,66512,31939.920000000002,37.72660238230289,18.11680090754396
1240,34751,9703.31,28.025,7.82525
234,12084,4578.78,51.64102564102564,19.567435897435896
557,26540,7315.799999999999,47.64811490125673,13.134290843806102
589,27577,11802.02,46.82003395585738,20.037385398981325
401,18895,8117.92,47.119700748129674,20.244189526184538
825,30959,13037.2,37.526060606060604,15.802666666666667
612,29123,11113.31,47.58660130718954,18.159003267973855
284,14509,5585.389999999999,51.08802816901409,19.666866197183097
567,37387,10527.16,65.93827160493827,18.566419753086418
524,26803,11258.8,51.150763358778626,21.486259541984733
440,20902,9049.6,47.50454545454546,20.567272727272726
846,39263,16606.79,46.410165484633566,19.629775413711585
582,29393,11073.91,50.50343642611684,19.02733676975945
355,18061,6887.37,50.87605633802817,19.401042253521126
644,42252,12109.32,65.6086956521739,18.80329192546584
644,32512,13923.52,50.484472049689444,21.620372670807456
530,24403,10476.26,46.0433962264151,19.766528301886794
897,41939,18243.54,46.75473801560758,20.338394648829432
693,35571,13641.249999999998,51.32900432900433,19.684343434343432
441,22745,8596.029999999999,51.57596371882086,19.492131519274373
915,60370,16802.4,65.97814207650273,18.36327868852459
835,43496,18538.9,52.09101796407186,22.202275449101798
652,30236,12871.880000000001,46.374233128834355,19.742147239263804
1054,48951,20846.03,46.44307400379507,19.77801707779886
825,42421,15992.13,51.41939393939394,19.3844
775,39895,15121.55,51.47741935483871,19.51167741935484
775,50838,14275.31,65.5974193548387,18.419754838709675
921,46849,20094.190000000002,50.867535287730725,21.81779587404995
681,32130,13749.28,47.180616740088105,20.18983847283407
1139,53528,22816.36,46.995610184372254,20.03192273924495
846,43269,16624.29,51.145390070921984,19.650460992907803
716,43950,16650.9,61.38268156424581,23.255446927374305
672,44242,12125.699999999999,65.83630952380952,18.04419642857143
1000,56450,23974.0,56.45,23.974
712,36997,15830.380000000001,51.962078651685395,22.2336797752809
1066,54922,23518.92,51.52157598499062,22.06277673545966
800,41900,15997.0,52.375,19.99625
632,32152,12050.24,50.87341772151899,19.066835443037974
716,40939,11704.6,57.177374301675975,16.347206703910615
954,44856,19343.16,47.0188679245283,20.275849056603775
640,27360,11918.4,42.75,18.6225
984,41064,17888.64,41.73170731707317,18.17951219512195
720,30240,11350.8,42.0,15.764999999999999
492,25182,9517.8,51.18292682926829,19.34512195121951
561,36042,10225.26,64.24598930481284,18.226844919786096
840,38806,16440.92,46.19761904761905,19.57252380952381
527,22145,9391.12,42.020872865275145,17.819962049335864
829,35009,14961.74,42.23039806996381,18.047937273823884
578,24096,9080.88,41.688581314878896,15.710865051903113
571,34463,12964.239999999998,60.35551663747811,22.704448336252185
756,48532,13227.88,64.19576719576719,17.497195767195766
932,51894,22456.760000000002,55.68025751072961,24.095236051502148
656,33096,14259.12,50.451219512195124,21.736463414634148
835,42090,17729.13,50.40718562874252,21.232491017964072
685,35240,13361.949999999999,51.44525547445255,19.506496350364962
636,38704,14818.4,60.855345911949684,23.29937106918239
795,51160,14030.0,64.35220125786164,17.647798742138363
1087,60159,26097.45,55.3440662373505,24.00869365225391
746,38373,16173.6,51.438337801608576,21.680428954423594
1087,56053,24558.16,51.56669733210671,22.592603495860164
760,38731,15023.39,50.96184210526316,19.76761842105263
293,16047,3576.6000000000004,54.767918088737204,12.206825938566555
599,29826,14272.34,49.792988313856426,23.8269449081803
548,27154,7378.9,49.551094890510946,13.46514598540146
352,17369,5753.549999999999,49.34375,16.3453125
540,21370,6979.1,39.574074074074076,12.92425925925926
548,26785,8644.35,48.877737226277375,15.774361313868614
188,9286,1660.8,49.3936170212766,8.83404255319149
452,20238,8768.4,44.77433628318584,19.399115044247786
536,26689,7216.15,49.792910447761194,13.462966417910447
281,12421,3426.69,44.20284697508897,12.194626334519572
662,25932,8371.44,39.17220543806646,12.645679758308157
536,26689,8550.6,49.792910447761194,15.952611940298508
161,9480,1639.8000000000002,58.88198757763975,10.185093167701865
410,22124,9487.1,53.9609756097561,23.139268292682928
441,24163,5373.14,54.791383219954646,12.183990929705216
344,18712,5072.68,54.395348837209305,14.746162790697674
635,28440,8001.0,44.78740157480315,12.6
476,28256,7869.98,59.36134453781513,16.533571428571427
192,10434,1827.18,54.34375,9.516562500000001
419,28954,12202.0,69.10262529832936,29.121718377088307
381,24441,5629.35,64.14960629921259,14.775196850393701
323,16004,4351.4,49.54798761609907,13.471826625386996
630,37670,10261.2,59.79365079365079,16.28761904761905
441,28210,7762.3,63.96825396825397,17.6015873015873
221,13030,2283.4,58.959276018099544,10.33212669683258
618,45492,19676.85,73.6116504854369,31.839563106796113
473,28184,6375.72,59.58562367864693,13.479323467230445
355,19284,5445.0,54.32112676056338,15.338028169014084
683,36932,10199.96,54.073206442166914,14.934055636896046
473,27988,7820.200000000001,59.17124735729387,16.533192389006345
438,37054,6653.7,84.59817351598174,15.191095890410958
819,81393,34524.36,99.38095238095238,42.15428571428571
756,56232,12481.92,74.38095238095238,16.51047619047619
608,45467,12646.21,74.78125,20.799687499999997
935,64820,18315.5,69.32620320855615,19.588770053475937
780,57780,15850.8,74.07692307692308,20.32153846153846
699,58670,10588.5,83.93419170243205,15.148068669527897
704,69784,29687.68,99.125,42.17
832,69992,16062.28,84.125,19.305625
630,49490,13796.0,78.55555555555556,21.8984126984127
1008,79392,21695.04,78.76190476190476,21.522857142857145
750,62850,17016.0,83.8,22.688
672,46893,8251.11,69.78125,12.2784375
438,32586,13858.08,74.3972602739726,31.63945205479452
943,69853,16137.52,74.07529162248144,17.112958642629906
667,46264,12802.82,69.36131934032983,19.19463268365817
960,80340,22075.8,83.6875,22.995625
762,52368,14543.52,68.7244094488189,19.085984251968505
441,32711,5875.8,74.17460317460318,13.323809523809524
480,28380,12116.4,59.125,25.2425
699,48781,11092.73,69.78683834048641,15.869427753934191
410,26395,7389.25,64.3780487804878,18.022560975609757
699,44988,12263.18,64.36051502145922,17.543891273247496
480,31095,8714.55,64.78125,18.155312499999997
320,20660,3672.3,64.5625,11.4759375
375,25800,10848.0,68.8,28.928
613,39293,8700.400000000001,64.09951060358891,14.193148450244701
358,19275,5316.75,53.840782122905026,14.851256983240223
599,32573,9110.45,54.37896494156928,15.209432387312189
387,22872,6205.2,59.10077519379845,16.03410852713178
488,41254,7594.95,84.53688524590164,15.56342213114754
640,56480,23969.6,88.25,37.4525
768,45408,10210.56,59.125,13.295
504,32240,8933.6,63.96825396825397,17.725396825396825
683,36933,10200.21,54.07467057101025,14.93442166910688
548,29525,8303.75,53.877737226277375,15.152828467153284
553,49002,8533.02,88.61121157323689,15.430415913200724
667,62513,26269.0,93.72263868065967,39.38380809595203
882,73514,16104.2,83.34920634920636,18.25873015873016
645,50585,13704.75,78.42635658914729,21.24767441860465
889,65352,18265.8,73.51181102362204,20.546456692913385
635,49990,13496.5,78.7244094488189,21.254330708661417
356,15151,5037.4,42.55898876404494,14.149999999999999
676,24776,6669.2,36.650887573964496,9.86568047337278
671,25122,10606.220000000001,37.439642324888226,15.806587183308496
440,16566,6172.759999999999,37.65,14.028999999999998
680,19328,7369.83,28.423529411764704,10.837985294117647
676,25417,9624.83,37.599112426035504,14.237914201183433
408,15458,4273.9,37.88725490196079,10.475245098039215
716,23714,11362.4,33.12011173184357,15.869273743016759
616,22878,9859.880000000001,37.13961038961039,16.006298701298704
600,19745,8448.960000000001,32.90833333333333,14.081600000000002
780,21798,8319.39,27.946153846153845,10.665884615384615
604,22462,8583.54,37.188741721854306,14.211158940397352
413,15591,5234.349999999999,37.75060532687651,12.673970944309927
640,20928,11131.2,32.7,17.392500000000002
982,36160,13528.279999999999,36.82281059063136,13.776252545824846
567,18627,8890.84,32.851851851851855,15.680493827160493
981,27318,10082.1,27.847094801223243,10.27737003058104
698,19364,7301.36,27.74212034383954,10.460401146131804
438,14530,4726.38,33.17351598173516,10.79082191780822
864,24412,12914.4,28.25462962962963,14.947222222222221
1060,29670,11300.25,27.99056603773585,10.66061320754717
604,16847,8001.65,27.892384105960264,13.24776490066225
1060,19930,7645.85,18.80188679245283,7.2130660377358495
775,18264,6851.4,23.566451612903226,8.840516129032258
640,29720,9684.0,46.4375,15.13125
1208,50826,26999.28,42.074503311258276,22.350397350993376
1168,32672,12474.679999999998,27.972602739726028,10.680376712328766
785,25510,12094.5,32.496815286624205,15.407006369426751
1113,20594,7961.8,18.50314465408805,7.153459119496856
926,21527,8127.849999999999,23.247300215982722,8.777375809935204
725,37628,12351.08,51.900689655172414,17.035972413793104
1304,71877,37819.65,55.12039877300614,29.002799079754602
1201,55353,21050.09,46.08909242298085,17.52713572023314
880,40535,19448.55,46.0625,22.100625
1178,49163,18570.34,41.73429541595925,15.764295415959253
960,44502,17018.28,46.35625,17.727375
829,43257,16414.489999999998,52.17973462002413,19.800349819059104
1272,78776,45729.04000000001,61.930817610062896,35.95050314465409
1248,63969,27173.28,51.25721153846154,21.773461538461536
820,38693,20428.08,47.18658536585366,24.912292682926832
1256,58406,24958.399999999998,46.5015923566879,19.871337579617833
1444,66788,28567.14,46.25207756232687,19.783337950138502
774,39515,15044.189999999999,51.05297157622739,19.436937984496122
1160,64600,37536.880000000005,55.689655172413794,32.359379310344835
1200,61020,26034.6,50.85,21.6955
761,35048,18684.1,46.05519053876478,24.55203679369251
1193,56014,24031.679999999997,46.95222129086337,20.14390611902766
1480,69645,29709.85,47.057432432432435,20.074222972972972
644,33080,12502.8,51.36645962732919,19.414285714285715
1006,47319,27305.730000000003,47.036779324055665,27.142872763419486
1032,52097,22216.46,50.48158914728682,21.527577519379843
652,35820,19011.4,54.938650306748464,29.158588957055215
1081,55355,23587.799999999996,51.20721554116559,21.820351526364473
1060,59421,25427.89,56.05754716981132,23.988575471698113
564,18237,6884.51,32.33510638297872,12.206578014184398
846,35675,20520.730000000003,42.16903073286052,24.25618203309693
938,34531,14862.44,36.8134328358209,15.844818763326227
592,25379,13477.9,42.869932432432435,22.76672297297297
943,35042,15039.92,37.16012725344645,15.949013785790031
835,34545,14519.79,41.37125748502994,17.38897005988024
680,35207,13364.32,51.775,19.653411764705883
982,60788,35061.44,61.90224032586558,35.70411405295316
1087,35917,15279.88,33.042318307267706,14.056927322907082
730,40382,21051.56,55.31780821917808,28.837753424657535
1060,35112,15274.56,33.12452830188679,14.409962264150943
960,53520,22802.399999999998,55.75,23.752499999999998
755,39095,14993.509999999998,51.78145695364238,19.858953642384105
1153,69789,40684.590000000004,60.52818733738074,35.28585429314831
1224,63123,27331.86,51.57107843137255,22.32995098039216
851,47974,25405.62,56.37367802585194,29.853842538190364
1248,64806,28163.879999999997,51.92788461538461,22.567211538461535
1074,60837,25936.76,56.64525139664804,24.1496834264432
892,50644,19002.09,56.775784753363226,21.302791479820627
1587,79692,41715.8,50.215500945179585,26.285948330182737
934,46302,17346.18,49.57387580299786,18.571927194860812
445,19845,8443.95,44.59550561797753,18.975168539325843
3158,159133,68155.42,50.390436985433816,21.581830272324254
990,39761,14816.39,40.16262626262626,14.966050505050504
1139,57927,21769.239999999998,50.85776997366111,19.112589991220368
2082,116178,61134.61,55.80115273775216,29.363405379442845
2162,99155,37102.85,45.86262719703978,17.161355226641998
1137,46452,19695.61,40.854881266490764,17.322436235708004
3122,164563,69999.25,52.710762331838566,22.421284433055735
1343,54828,20479.8,40.82501861504095,15.249292628443783
449,26718,10037.9,59.505567928730514,22.356124721603564
696,44897,23518.92,64.50718390804597,33.79155172413793
1296,45688,15626.2,35.25308641975309,12.057253086419754
1159,47377,20180.2,40.877480586712686,17.411734253666953
1564,56830,22564.5,36.33631713554987,14.427429667519181
1252,48068,17057.5,38.39297124600639,13.624201277955272
254,11213,4728.740000000001,44.145669291338585,18.617086614173232
375,13050,5475.0,34.8,14.6
375,12900,5520.0,34.4,14.72
195,5805,2504.7,29.76923076923077,12.844615384615384
625,21500,9080.0,34.4,14.528
387,9675,4196.25,25.0,10.843023255813954
258,11377,3746.0199999999995,44.0968992248062,14.519457364341083
375,7424,3126.35,19.797333333333334,8.336933333333333
250,9900,4245.0,39.6,16.98
161,4794,1803.1799999999998,29.77639751552795,11.199875776397514
699,24167,10355.18,34.57367668097282,14.814277539341917
375,11025,4632.75,29.4,12.354
219,7533,2442.94,34.397260273972606,11.154977168949772
349,8651,3673.52,24.787965616045845,10.525845272206304
286,7028,3021.65,24.573426573426573,10.56520979020979
156,3088,1139.6999999999998,19.794871794871796,7.305769230769229
671,16473,6971.23,24.549925484351714,10.389314456035766
347,5133,1947.75,14.792507204610951,5.613112391930835
195,12495,4132.8,64.07692307692308,21.193846153846156
347,17134,7361.2,49.377521613832855,21.213832853025934
254,6242,2645.84,24.5748031496063,10.416692913385827
161,3183,1202.97,19.770186335403725,7.471863354037267
625,15375,6581.25,24.6,10.53
252,3728,1414.0,14.793650793650794,5.611111111111111
258,11551,3848.0999999999995,44.77131782945737,14.915116279069766
416,22697,9657.560000000001,54.56009615384615,23.215288461538464
323,12701,5485.55,39.3219814241486,16.983126934984522
224,7791,2960.09,34.78125,13.2146875
709,41556,17508.0,58.61212976022567,24.693935119887165
281,9779,3651.13,34.80071174377224,12.993345195729537
228,8908,2958.6,39.07017543859649,12.976315789473684
416,24596,10398.96,59.125,24.9975
419,14383,6144.24,34.326968973747015,14.664057279236276
221,6584,2464.4799999999996,29.79185520361991,11.151493212669681
730,28580,12269.0,39.15068493150685,16.806849315068494
250,7350,2707.5,29.4,10.83
250,13550,4371.0,54.2,17.484
476,27954,11781.54,58.726890756302524,24.751134453781514
384,19116,8058.0,49.78125,20.984375
224,9933,3723.51,44.34375,16.622812500000002
699,37849,16127.470000000001,54.14735336194563,23.072203147353363
293,12981,4828.95,44.303754266211605,16.481058020477814
228,11241,3745.95,49.30263157894737,16.429605263157892
441,24164,10304.42,54.79365079365079,23.366031746031748
387,17067,7326.18,44.10077519379845,18.930697674418607
260,10280,3871.6,39.53846153846154,14.89076923076923
677,33394,14429.2,49.326440177252586,21.31344165435746
281,11072,4123.84,39.40213523131673,14.6755871886121
192,6636,2129.4,34.5625,11.090625000000001
293,11448,4872.96,39.0716723549488,16.63126279863481
349,10396,4373.0,29.787965616045845,12.530085959885387
191,4734,1774.98,24.785340314136125,9.293089005235602
608,21014,9020.06,34.5625,14.835624999999999
224,5502,2060.94,24.5625,9.200625
188,8307,2710.22,44.18617021276596,14.416063829787232
358,17733,7611.120000000001,49.53351955307262,21.260111731843576
315,10830,4644.0,34.38095238095238,14.742857142857142
194,6702,2505.4199999999996,34.54639175257732,12.914536082474225
516,22755,9720.28,44.098837209302324,18.837751937984496
188,6466,2409.0199999999995,34.3936170212766,12.813936170212763
325,19125,6150.0,58.84615384615385,18.923076923076923
441,28300,12097.140000000001,64.17233560090703,27.431156462585037
423,14609,6328.7,34.536643026004725,14.961465721040188
358,12447,4779.75,34.76815642458101,13.351256983240223
548,24167,10221.53,44.10036496350365,18.65242700729927
351,12042,4551.66,34.30769230769231,12.967692307692307
384,22536,7350.48,58.6875,19.141875
520,33439,14119.6,64.30576923076923,27.153076923076924
508,25292,10910.6,49.78740157480315,21.47755905511811
387,18915,7207.5,48.87596899224806,18.624031007751938
750,44700,18837.0,59.6,25.116
455,22645,8491.7,49.76923076923077,18.663076923076925
195,7710,4060.2,39.53846153846154,20.82153846153846
323,9544,4124.2,29.54798761609907,12.76842105263158
320,9530,3558.8,29.78125,11.12125
129,3167,1050.15,24.550387596899224,8.140697674418606
576,17028,5637.6,29.5625,9.787500000000001
315,6170,1979.7,19.58730158730159,6.284761904761905
188,7444,3938.6,39.59574468085106,20.95
318,4701,2013.6800000000003,14.783018867924529,6.332327044025158
189,5631,2129.19,29.793650793650794,11.265555555555556
98,2450,815.5,25.0,8.321428571428571
640,19060,6164.6,29.78125,9.6321875
260,5200,1716.0,20.0,6.6
189,5592,2948.88,29.58730158730159,15.602539682539684
318,6360,2720.8,20.0,8.555974842767297
222,4393,1626.85,19.78828828828829,7.328153153153153
128,1891,614.3399999999999,14.7734375,4.799531249999999
606,11984,3853.6000000000004,19.775577557755774,6.35907590759076
290,2835,909.0,9.775862068965518,3.1344827586206896
159,9370,4890.7,58.930817610062896,30.759119496855345
313,15398,6506.96,49.194888178913736,20.789009584664537
224,4382,1657.18,19.5625,7.398125
128,1919,638.6999999999999,14.9921875,4.9898437499999995
599,11980,3966.0,20.0,6.621035058430718
228,2280,758.2,10.0,3.325438596491228
192,8555,4548.4,44.557291666666664,23.68958333333333
344,16923,7150.08,49.19476744186046,20.78511627906977
288,11331,4222.26,39.34375,14.660625000000001
159,5497,1806.18,34.57232704402516,11.359622641509434
666,39522,12855.24,59.34234234234234,19.302162162162162
254,8782,2830.62,34.574803149606296,11.144173228346457
219,7621,4019.94,34.79908675799087,18.355890410958903
410,22210,9447.55,54.170731707317074,23.042804878048777
352,10406,3922.38,29.5625,11.143125
219,5431,1777.1399999999999,24.799086757990867,8.114794520547944
662,22759,7353.78,34.379154078549846,11.108429003021147
250,6150,2017.5,24.6,8.07
260,12760,6656.0,49.07692307692308,25.6
469,25419,10647.0,54.198294243070364,22.70149253731343
387,17328,6600.72,44.775193798449614,17.05612403100775
222,8739,2812.99,39.36486486486486,12.671126126126126
688,34262,11225.28,49.799418604651166,16.315813953488373
293,11448,3777.12,39.0716723549488,12.891194539249147
226,11198,5843.8,49.54867256637168,25.857522123893805
448,24444,10556.7,54.5625,23.564062500000002
378,16776,6231.96,44.38095238095238,16.486666666666668
254,9998,3219.18,39.36220472440945,12.673937007874015
656,32669,10570.98,49.80030487804878,16.114298780487804
286,11379,3722.9700000000003,39.78671328671329,13.017377622377623
195,6780,3558.3,34.76923076923077,18.247692307692308
286,11196,4698.0,39.14685314685315,16.426573426573427
352,10329,3864.63,29.34375,10.9790625
188,4624,1518.3,24.595744680851062,8.076063829787234
608,21147,6796.3,34.78125,11.178125
224,5551,1782.9,24.78125,7.9593750000000005
163,7220,3833.44,44.29447852760736,23.51803680981595
323,16076,6895.410000000001,49.77089783281734,21.348018575851395
325,11150,4166.5,34.30769230769231,12.82
156,5429,1755.18,34.80128205128205,11.251153846153846
512,22815,7374.26,44.560546875,14.4028515625
189,6576,2118.66,34.79365079365079,11.209841269841268
224,13195,6867.0,58.90625,30.65625
347,22122,9358.560000000001,63.752161383285305,26.969913544668593
347,11929,4497.71,34.377521613832855,12.961700288184439
252,8768,2824.88,34.79365079365079,11.20984126984127
512,22591,7420.18,44.123046875,14.4925390625
277,9524,3112.56,34.3826714801444,11.236678700361011
284,16981,8873.41,59.79225352112676,31.244401408450702
413,26316,11305.2,63.719128329297824,27.373365617433414
416,20527,7697.69,49.34375,18.5040625
286,14239,4660.27,49.78671328671329,16.29465034965035
672,39438,12783.96,58.6875,19.02375
358,17651,5763.42,49.30446927374302,16.098938547486032
219,10861,4054.7899999999995,49.593607305936075,18.515022831050228
347,13664,5865.2,39.377521613832855,16.90259365994236
355,13960,4484.0,39.32394366197183,12.630985915492957
161,5599,1802.1,34.77639751552795,11.193167701863354
613,24244,9219.56,39.549755301794455,15.040065252854811
358,10491,3461.04,29.304469273743017,9.667709497206705
293,10051,3800.73,34.303754266211605,12.971774744027304
423,8264,3139.36,19.53664302600473,7.421654846335698
222,8833,2906.52,39.788288288288285,13.092432432432432
192,3840,1428.0,20.0,7.4375
683,26846,10273.0,39.30600292825768,15.04099560761347
284,8461,2760.73,29.79225352112676,9.72088028169014
191,6562,2441.0199999999995,34.35602094240838,12.780209424083766
315,7745,2935.0,24.58730158730159,9.317460317460318
284,5621,2101.87,19.79225352112676,7.400950704225352
126,2519,949.25,19.99206349206349,7.533730158730159
698,13960,5314.4,20.0,7.61375358166189
325,3175,1185.5,9.76923076923077,3.647692307692308
188,7482,2826.18,39.797872340425535,15.03287234042553
381,11349,4301.01,29.787401574803148,11.288740157480316
258,6450,2446.0,25.0,9.48062015503876
160,3164,1173.8999999999999,19.775,7.336874999999999
650,16100,5995.0,24.76923076923077,9.223076923076922
260,3840,1470.0,14.76923076923077,5.653846153846154
281,12532,4747.4,44.59786476868327,16.894661921708185
419,18572,6895.0,44.32458233890215,16.455847255369928
352,14003,5291.44,39.78125,15.032499999999999
258,8856,3378.0,34.325581395348834,13.093023255813954
713,27948,10296.599999999999,39.19775596072931,14.441234221598876
315,10830,4081.7,34.38095238095238,12.957777777777777
358,19606,7444.76,54.76536312849162,20.79541899441341
567,33786,12775.14,59.58730158730159,22.53111111111111
419,14383,5425.089999999999,34.326968973747015,12.947708830548924
355,14040,5217.999999999999,39.54929577464789,14.698591549295772
719,28328,10714.0,39.39916550764951,14.90125173852573
381,14997,5578.62,39.36220472440945,14.642047244094488
416,24596,9169.16,59.125,22.041249999999998
640,40900,15491.0,63.90625,24.2046875
544,27081,10353.0,49.78125,19.03125
375,16725,6305.25,44.6,16.814
857,46406,17634.4,54.14935822637106,20.576896149358227
452,20034,7483.139999999999,44.323008849557525,16.555619469026546
344,16993,6434.0,49.39825581395349,18.703488372093023
563,30626,11600.5,54.39786856127886,20.604795737122558
536,29036,10728.699999999999,54.17164179104478,20.01623134328358
390,15330,5831.7,39.30769230769231,14.953076923076923
839,49584,18942.0,59.098927294398095,22.576877234803337
452,22294,8522.0,49.323008849557525,18.853982300884955
286,7089,2686.1099999999997,24.786713286713287,9.391993006993006
419,12476,4748.24,29.77565632458234,11.332315035799523
441,17458,6456.1,39.58730158730159,14.639682539682541
290,4285,1608.95,14.775862068965518,5.548103448275862
715,35255,13502.5,49.30769230769231,18.884615384615383
325,4875,1841.25,15.0,5.665384615384616
221,6584,2491.16,29.79185520361991,11.272217194570135
390,11520,4359.6,29.53846153846154,11.178461538461539
410,8115,3017.9,19.79268292682927,7.360731707317074
222,4393,1653.6399999999999,19.78828828828829,7.4488288288288285
645,19205,7184.3,29.775193798449614,11.1384496124031
260,5140,1935.8,19.76923076923077,7.445384615384615
320,23510,8752.1,73.46875,27.3503125
438,32674,12142.54,74.59817351598174,27.722694063926944
347,5133,1947.75,14.792507204610951,5.613112391930835
358,19607,7445.110000000001,54.76815642458101,20.796396648044695
572,14056,5256.32,24.573426573426573,9.189370629370629
275,6765,2557.5,24.6,9.3
381,26184,9942.0,68.7244094488189,26.094488188976378
512,37616,14003.36,73.46875,27.3503125
520,31080,11940.0,59.76923076923077,22.96153846153846
390,23310,8689.5,59.76923076923077,22.28076923076923
750,51900,19650.0,69.2,26.2
445,26510,9884.599999999999,59.57303370786517,22.21258426966292
540,21370,8047.6,39.574074074074076,14.902962962962963
683,20332,10715.84,29.76866764275256,15.689370424597366
667,19868,7365.6,29.787106446776612,11.042878560719641
476,11698,4981.1900000000005,24.57563025210084,10.464684873949581
914,27231,11659.74,29.793216630196937,12.756827133479211
683,13344,5764.2,19.537335285505126,8.439531478770132
254,12591,4717.889999999999,49.57086614173228,18.574370078740156
378,15042,6351.42,39.79365079365079,16.802698412698412
531,15612,5836.26,29.401129943502823,10.991073446327684
159,5531,2374.24,34.78616352201258,14.932327044025156
1000,29550,12576.0,29.55,12.576
599,11732,5027.6,19.585976627712856,8.393322203672788
194,10537,3939.6299999999997,54.31443298969072,20.307371134020617
315,13980,5892.3,44.38095238095238,18.705714285714286
284,12544,4729.0599999999995,44.16901408450704,16.651619718309856
127,4972,2105.44,39.1496062992126,16.578267716535432
676,29796,12621.96,44.07692307692308,18.67153846153846
323,11232,4741.0,34.77399380804953,14.678018575851393
160,7895,2993.55,49.34375,18.7096875
325,12700,5350.0,39.07692307692308,16.46153846153846
224,9884,3720.5699999999997,44.125,16.6096875
129,5718,2409.0,44.325581395348834,18.674418604651162
594,26254,11233.45,44.1986531986532,18.911531986531987
224,8862,3824.1000000000004,39.5625,17.071875000000002
192,9432,3513.72,49.125,18.300625
358,19358,8208.83,54.072625698324025,22.929692737430166
293,12981,4971.75,44.303754266211605,16.968430034129693
163,6444,2779.76,39.533742331288344,17.053742331288344
676,33644,14298.44,49.76923076923077,21.15153846153846
258,10204,4346.08,39.55038759689923,16.845271317829457
254,12646,4796.54,49.78740157480315,18.884015748031494
476,25877,10981.04,54.36344537815126,23.069411764705883
352,12166,4613.84,34.5625,13.1075
252,7508,3229.4,29.793650793650794,12.815079365079365
667,26112,10956.0,39.14842578710645,16.425787106446776
281,8318,3562.4,29.601423487544483,12.677580071174377
325,15950,5962.0,49.07692307692308,18.344615384615384
540,29125,12455.0,53.93518518518518,23.064814814814813
445,19930,7560.7,44.78651685393258,16.990337078651685
288,11331,4858.74,39.34375,16.870625
768,37896,16342.8,49.34375,21.279687499999998
344,13622,5763.4400000000005,39.598837209302324,16.75418604651163
290,14435,5498.15,49.775862068965516,18.95913793103448
520,28120,12104.8,54.07692307692308,23.27846153846154
441,19481,7266.07,44.17460317460318,16.476349206349205
325,12850,5425.0,39.53846153846154,16.692307692307693
742,36432,15648.28,49.099730458221025,21.089326145552562
355,13880,5955.2,39.098591549295776,16.775211267605634
258,11494,4322.18,44.55038759689923,16.75263565891473
349,17376,7385.52,49.787965616045845,21.16194842406877
419,18761,7145.389999999999,44.775656324582336,17.05343675417661
254,8728,3681.2799999999997,34.36220472440945,14.493228346456691
662,32826,13985.28,49.586102719033235,21.125800604229607
290,10020,4286.85,34.55172413793103,14.782241379310346
191,10422,3951.9199999999996,54.56544502617801,20.69068062827225
358,19523,8249.1,54.53351955307262,23.04217877094972
358,15778,6032.75,44.072625698324025,16.851256983240223
192,8472,3595.44,44.125,18.72625
576,31427,13572.5,54.560763888888886,23.563368055555557
222,9896,4241.34,44.57657657657658,19.105135135135136
228,14502,5482.209999999999,63.60526315789474,24.044780701754384
355,24530,10551.2,69.09859154929578,29.721690140845073
347,13808,5169.759999999999,39.79250720461095,14.89844380403458
252,13704,5752.0,54.38095238095238,22.825396825396826
548,27154,11570.08,49.551094890510946,21.113284671532845
277,12237,5151.87,44.17689530685921,18.598808664259927
293,17172,6450.84,58.60750853242321,22.016518771331057
423,27396,11773.76,64.76595744680851,27.833947990543734
423,22971,8702.33,54.304964539007095,20.5728841607565
293,14582,6265.96,49.767918088737204,21.38552901023891
683,43447,18777.1,63.612005856515374,27.49209370424597
349,18899,8125.700000000001,54.15186246418338,23.282808022922637
521,19168,5252.4400000000005,36.79078694817658,10.081458733205375
765,24868,12088.95,32.50718954248366,15.802549019607843
1080,29918,10049.4,27.701851851851853,9.305
774,25330,10788.89,32.72609819121447,13.939134366925064
1080,20080,6598.42,18.59259259259259,6.109648148148148
756,20984,6866.54,27.756613756613756,9.082724867724867
279,12947,6228.33,46.40501792114696,22.323763440860215
611,25687,9674.89,42.04091653027823,15.834517184942715
954,31608,10301.76,33.132075471698116,10.798490566037737
398,16937,7429.849999999999,42.55527638190955,18.667964824120602
988,22974,7339.1,23.253036437246962,7.428238866396762
