Year-Month,Category,Subcategory,State,Region,Year,Month_Number,Price per Unit,Units Sold,Total Sales,Profit per Unit,Operating Margin,Total Operating Profit
2021-03,Athletic Footwear,Women's,New Jersey,Northeast,4042,6,57.0,97,2844,26.04,0.92,1208.88
2021-03,Athletic Footwear,Women's,New Mexico,West,6063,9,142.0,446,22531,56.67999999999999,1.2,8472.59
2021-03,Athletic Footwear,Women's,New York,Northeast,4042,6,79.0,531,21134,27.99,0.71,6794.94
2021-03,Athletic Footwear,Women's,North Carolina,Southeast,4042,6,49.99999999999999,599,14974,23.499157894736843,0.9400000000000001,6423.6
2021-03,Athletic Footwear,Women's,North Dakota,Midwest,4042,6,50.0,97,2424,17.996,0.72,793.1999999999999
2021-03,Athletic Footwear,Women's,Ohio,Midwest,4042,6,48.99999999999999,423,10476,22.47876923076923,0.92,4472.64
2021-03,Athletic Footwear,Women's,Oklahoma,South,6063,9,56.0,198,3803,25.5168,1.37,1632.88
2021-03,Athletic Footwear,Women's,Oregon,West,6063,9,138.0,390,18610,55.45,1.2,6986.05
2021-03,Athletic Footwear,Women's,Rhode Island,Northeast,6063,9,79.0,41,1142,35.9,1.37,491.2
2021-03,Athletic Footwear,Women's,South Carolina,Southeast,4042,6,56.99999999999999,719,21137,20.339478260869562,0.72,6807.66
2021-03,Athletic Footwear,Women's,South Dakota,Midwest,4042,6,68.0,98,3384,25.02,0.74,1121.46
2021-03,Athletic Footwear,Women's,Tennessee,South,18189,27,257.0,1876,55842,140.54,4.95,28734.18
2021-03,Athletic Footwear,Women's,Utah,West,6063,9,68.0,398,9429,30.590000000000003,1.35,4019.87
2021-03,Athletic Footwear,Women's,Vermont,Northeast,6063,9,106.0,202,7538,43.63999999999999,1.24,2888.3199999999997
2021-03,Athletic Footwear,Women's,Virginia,Southeast,6063,9,136.0,393,18584,54.39999999999999,1.2,6966.16
2021-03,Athletic Footwear,Women's,West Virginia,Northeast,4042,6,47.99999999999999,224,5501,22.187714285714286,0.93,2346.9100000000003
2021-03,Athletic Footwear,Women's,Wisconsin,Midwest,4042,6,28.999999999999996,95,1404,10.236,0.71,452.0
2021-03,Athletic Footwear,Women's,Wyoming,West,4042,6,68.0,512,17696,27.759999999999998,0.82,6637.12
2021-03,Street Footwear,Men's,Alaska,West,4042,6,108.0,698,38084,45.220000000000006,0.8400000000000001,14464.660000000002
2021-03,Street Footwear,Men's,Arizona,West,6063,9,106.0,805,30005,42.989999999999995,1.22,11377.55
2021-03,Street Footwear,Men's,Arkansas,South,6063,9,53.0,1032,19248,24.590000000000003,1.4000000000000001,8339.04
2021-03,Street Footwear,Men's,California,West,12126,18,188.0,2495,81868,85.46000000000001,2.73,35089.54
2021-03,Street Footwear,Men's,Connecticut,Northeast,6063,9,105.0,832,30602,46.68,1.33,12889.76
2021-03,Street Footwear,Men's,Delaware,Northeast,4042,6,76.0,703,27488,30.559999999999995,0.8099999999999999,10246.48
2021-03,Street Footwear,Men's,Florida,Southeast,6063,9,131.0,881,40845,45.76,1.0499999999999998,13302.5
2021-03,Street Footwear,Men's,Georgia,Southeast,6063,9,107.0,825,30959,47.400000000000006,1.33,13037.2
2021-03,Street Footwear,Men's,Hawaii,West,4042,6,89.0,635,28440,28.85,0.65,8001.0
2021-03,Street Footwear,Men's,Idaho,West,6063,9,79.0,981,27318,30.869999999999997,1.17,10082.1
2021-03,Street Footwear,Men's,Indiana,Midwest,4042,6,48.00000000000001,671,16473,21.73,0.91,6971.23
2021-03,Street Footwear,Men's,Iowa,Midwest,4042,6,39.0,606,11984,13.600000000000001,0.7,3853.6000000000004
2021-03,Street Footwear,Men's,Kansas,Midwest,4042,6,40.0,698,13960,16.799999999999997,0.84,5314.4
2021-03,Street Footwear,Men's,Kentucky,Southeast,4042,6,86.0,676,29796,38.91,0.91,12621.96
2021-03,Street Footwear,Men's,Louisiana,South,6063,9,118.0,851,35284,53.779999999999994,1.3699999999999999,15136.539999999999
2021-03,Street Footwear,Men's,Maryland,Northeast,4042,6,67.0,570,19575,30.96,0.93,8350.0
2021-03,Street Footwear,Men's,Massachusetts,Northeast,6063,9,106.0,752,27966,38.239999999999995,1.08,9239.04
2021-03,Street Footwear,Men's,Michigan,Midwest,4042,6,69.0,986,34294,38.24,1.1099999999999999,17954.84
2021-03,Street Footwear,Men's,Mississippi,South,6063,9,68.0,1130,26761,31.85,1.4100000000000001,11617.15
2021-03,Street Footwear,Men's,Missouri,Midwest,4042,6,69.0,806,28024,31.34,0.91,11905.24
2021-03,Street Footwear,Men's,Montana,Midwest,8084,12,124.0,1781,56191,59.21000000000001,1.86,24958.91
2021-03,Street Footwear,Men's,New Hampshire,Northeast,6063,9,138.0,923,43917,62.44,1.36,18815.22
2021-03,Street Footwear,Men's,New Jersey,Northeast,4042,6,67.0,639,21933,26.97,0.8099999999999999,8183.43
2021-03,Street Footwear,Men's,New Mexico,West,6063,9,119.0,902,37620,50.05,1.26,14592.6
2021-03,Street Footwear,Men's,New York,Northeast,4042,6,89.0,1122,50238,46.21000000000001,1.04,24159.420000000002
2021-03,Street Footwear,Men's,North Carolina,Southeast,4042,6,58.0,1196,35328,27.119999999999997,0.9400000000000001,15213.119999999999
2021-03,Street Footwear,Men's,North Dakota,Midwest,4042,6,59.0,629,18736,24.13,0.82,7023.92
2021-03,Street Footwear,Men's,Ohio,Midwest,4042,6,57.0,1001,29337,26.04,0.92,12483.24
2021-03,Street Footwear,Men's,Oklahoma,South,6063,9,53.0,906,16874,23.94,1.36,7195.08
2021-03,Street Footwear,Men's,Oregon,West,6063,9,106.0,746,27868,43.82,1.24,10634.96
2021-03,Street Footwear,Men's,Rhode Island,Northeast,6063,9,95.0,712,23405,38.870000000000005,1.22,8838.97
2021-03,Street Footwear,Men's,South Carolina,Southeast,4042,6,68.0,1285,44445,34.89,1.03,21137.1
2021-03,Street Footwear,Men's,South Dakota,Midwest,4042,6,79.0,619,24636,33.11,0.84,9299.64
2021-03,Street Footwear,Men's,Tennessee,South,18189,27,196.0,3128,72315,85.13,3.9099999999999997,29557.0
2021-03,Street Footwear,Men's,Utah,West,6063,9,79.0,1066,29532,35.68,1.35,12534.24
2021-03,Street Footwear,Men's,Vermont,Northeast,6063,9,124.0,872,37248,63.8,1.54,17957.8
2021-03,Street Footwear,Men's,Virginia,Southeast,6063,9,108.0,780,29294,43.26,1.2,11050.78
2021-03,Street Footwear,Men's,West Virginia,Northeast,4042,6,58.0,735,21720,26.28,0.91,9196.2
2021-03,Street Footwear,Men's,Wisconsin,Midwest,4042,6,39.0,611,12079,13.79,0.71,3918.39
2021-03,Street Footwear,Men's,Wyoming,West,4042,6,78.0,1066,42148,42.8,1.1,22008.8
2021-03,Street Footwear,Women's,Alaska,West,4042,6,86.0,344,15204,26.42,0.62,4140.48
2021-03,Street Footwear,Women's,Arizona,West,6063,9,136.0,560,26362,57.17,1.26,10159.73
2021-03,Street Footwear,Women's,Arkansas,South,6063,9,28.0,550,5276,13.0,1.3900000000000001,2278.4
2021-03,Street Footwear,Women's,California,West,18189,27,364.0,3213,135872,164.58,4.07,57827.98
2021-03,Street Footwear,Women's,Connecticut,Northeast,6063,9,82.0,393,11197,29.409999999999997,1.0699999999999998,3689.3999999999996
2021-03,Street Footwear,Women's,Delaware,Northeast,4042,6,59.0,344,10251,27.66,0.9400000000000001,4380.54
2021-03,Street Footwear,Women's,Florida,Southeast,6063,9,171.0,689,41412,59.90929411764706,1.05,13445.71
2021-03,Street Footwear,Women's,Georgia,Southeast,6063,9,138.0,612,29123,56.33,1.22,11113.31
2021-03,Street Footwear,Women's,Hawaii,West,4042,6,116.99999999999999,476,28256,37.22933333333333,0.64,7869.98
2021-03,Street Footwear,Women's,Idaho,West,6063,9,78.0,698,19364,31.82,1.22,7301.36
2021-03,Street Footwear,Women's,Indiana,Midwest,4042,6,29.0,347,5133,12.25,0.85,1947.75
2021-03,Street Footwear,Women's,Iowa,Midwest,4042,6,19.000000000000004,290,2835,6.6,0.7,909.0
2021-03,Street Footwear,Women's,Kansas,Midwest,4042,6,19.0,325,3175,7.64,0.8099999999999999,1185.5
2021-03,Street Footwear,Women's,Kentucky,Southeast,4042,6,69.0,323,11232,31.0,0.9,4741.0
2021-03,Street Footwear,Women's,Louisiana,South,6063,9,155.0,636,35176,72.35,1.4,15278.8
2021-03,Street Footwear,Women's,Maryland,Northeast,4042,6,49.00000000000001,228,5647,20.509999999999998,0.84,2154.5299999999997
2021-03,Street Footwear,Women's,Massachusetts,Northeast,6063,9,81.0,310,8780,25.78,0.96,2487.6
2021-03,Street Footwear,Women's,Michigan,Midwest,4042,6,50.0,599,14975,17.5,0.7,4802.5
2021-03,Street Footwear,Women's,Mississippi,South,6063,9,40.0,689,9663,18.59,1.4000000000000001,4202.88
2021-03,Street Footwear,Women's,Missouri,Midwest,4042,6,48.00000000000001,445,10935,19.33,0.8099999999999999,4067.6
2021-03,Street Footwear,Women's,Montana,Midwest,8084,12,144.0,1238,45471,68.1,1.8499999999999999,19799.85
2021-03,Street Footwear,Women's,New Hampshire,Northeast,6063,9,110.0,480,18210,38.46,1.0499999999999998,5910.9
2021-03,Street Footwear,Women's,New Jersey,Northeast,4042,6,49.00000000000001,284,7041,22.72,0.93,3000.48
2021-03,Street Footwear,Women's,New Mexico,West,6063,9,151.0,636,33280,61.449999999999996,1.22,12627.039999999999
2021-03,Street Footwear,Women's,New York,Northeast,4042,6,68.0,736,25438,20.63,0.61,6943.93
2021-03,Street Footwear,Women's,North Carolina,Southeast,4042,6,39.0,806,15939,17.88,0.92,6788.28
2021-03,Street Footwear,Women's,North Dakota,Midwest,4042,6,39.0,281,5564,13.98,0.72,1796.88
2021-03,Street Footwear,Women's,Ohio,Midwest,4042,6,40.0,599,11980,18.6,0.93,5114.4
2021-03,Street Footwear,Women's,Oklahoma,South,6063,9,26.0,438,4051,11.65,1.35,1721.45
2021-03,Street Footwear,Women's,Oregon,West,6063,9,150.0,550,28593,59.129,1.18,10620.509999999998
2021-03,Street Footwear,Women's,Rhode Island,Northeast,6063,9,65.0,282,6500,29.950000000000003,1.3900000000000001,2807.4
2021-03,Street Footwear,Women's,South Carolina,Southeast,4042,6,49.0,906,22469,15.370000000000001,0.63,6181.97
2021-03,Street Footwear,Women's,South Dakota,Midwest,4042,6,57.0,284,8343,20.34,0.72,2694.06
2021-03,Street Footwear,Women's,Tennessee,South,18189,27,224.0,2282,59362,98.48919999999998,3.9899999999999998,24354.53
2021-03,Street Footwear,Women's,Utah,West,6063,9,54.00000000000001,652,12256,22.24,1.24,4681.6
2021-03,Street Footwear,Women's,Vermont,Northeast,6063,9,92.0,437,14198,37.65,1.22,5394.47
2021-03,Street Footwear,Women's,Virginia,Southeast,6063,9,150.0,553,28797,61.839,1.24,10983.07
2021-03,Street Footwear,Women's,West Virginia,Northeast,4042,6,39.0,416,8229,18.26,0.9400000000000001,3533.66
2021-03,Street Footwear,Women's,Wisconsin,Midwest,4042,6,19.000000000000004,284,2781,6.960000000000001,0.74,908.64
2021-03,Street Footwear,Women's,Wyoming,West,4042,6,57.0,699,20523,22.65,0.7999999999999999,7585.35
2021-04,Apparel,Men's,Alaska,West,4042,8,116.0,191,11296,35.72,0.62,3099.52
2021-04,Apparel,Men's,Arizona,West,6063,12,148.0,236,12221,52.12,1.06,3981.14
2021-04,Apparel,Men's,Arkansas,South,6063,12,108.0,398,15026,43.230000000000004,1.2,5656.73
2021-04,Apparel,Men's,California,West,24252,48,538.0,3317,155724,324.8,7.260000000000001,89922.82
2021-04,Apparel,Men's,Connecticut,Northeast,6063,12,133.0,200,9340,48.279999999999994,1.0899999999999999,3102.7
2021-04,Apparel,Men's,Delaware,Northeast,4042,8,97.0,195,9615,36.15,0.75,3201.75
2021-04,Apparel,Men's,Florida,Southeast,6063,12,166.0,318,18242,42.989999999999995,0.77,4218.099999999999
2021-04,Apparel,Men's,Georgia,Southeast,6063,12,145.0,284,14509,60.169999999999995,1.25,5585.389999999999
2021-04,Apparel,Men's,Hawaii,West,4042,8,107.0,192,10434,22.29,0.42000000000000004,1827.18
2021-04,Apparel,Men's,Idaho,West,6063,12,96.0,438,14530,33.76,1.05,4726.38
2021-04,Apparel,Men's,Indiana,Midwest,4042,8,126.0,195,12495,46.34,0.74,4132.8
2021-04,Apparel,Men's,Iowa,Midwest,4042,8,115.0,159,9370,63.550000000000004,1.1099999999999999,4890.7
2021-04,Apparel,Men's,Kansas,Midwest,4042,8,79.0,188,7482,33.11,0.84,2826.18
2021-04,Apparel,Men's,Kentucky,Southeast,4042,8,97.0,160,7895,40.53,0.84,2993.55
2021-04,Apparel,Men's,Louisiana,South,6063,12,122.00000000000001,284,12058,62.10000000000001,1.53,5813.82
2021-04,Apparel,Men's,Maryland,Northeast,4042,8,86.0,65,2865,31.95,0.75,951.75
2021-04,Apparel,Men's,Massachusetts,Northeast,6063,12,132.0,202,9319,40.03,0.9,2569.0
2021-04,Apparel,Men's,Michigan,Midwest,4042,8,95.0,520,25400,42.5,0.8999999999999999,10700.0
2021-04,Apparel,Men's,Mississippi,South,6063,12,108.0,504,19018,44.24,1.23,7203.4400000000005
2021-04,Apparel,Men's,Missouri,Midwest,4042,8,76.0,290,11340,30.2,0.7999999999999999,4203.0
2021-04,Apparel,Men's,New Hampshire,Northeast,6063,12,157.0,289,15961,56.849999999999994,1.0799999999999998,5314.65
2021-04,Apparel,Men's,New Jersey,Northeast,4042,8,89.0,127,5688,32.86,0.74,1872.72
2021-04,Apparel,Men's,New Mexico,West,6063,12,162.0,318,18008,57.059999999999995,1.06,5897.679999999999
2021-04,Apparel,Men's,New York,Northeast,4042,8,105.0,599,32325,42.75,0.82,12057.75
2021-04,Apparel,Men's,North Carolina,Southeast,4042,8,87.0,656,29127,36.75,0.85,11019.75
2021-04,Apparel,Men's,North Dakota,Midwest,4042,8,118.0,130,7740,48.839999999999996,0.83,2935.2
2021-04,Apparel,Men's,Ohio,Midwest,4042,8,87.0,476,21117,35.489999999999995,0.82,7899.99
2021-04,Apparel,Men's,Oklahoma,South,6063,12,105.0,282,10472,43.53,1.24,4025.62
2021-04,Apparel,Men's,Oregon,West,6063,12,134.0,200,9382,59.120000000000005,1.32,3953.6800000000003
2021-04,Apparel,Men's,Rhode Island,Northeast,6063,12,122.0,80,3405,41.660000000000004,1.02,1097.4
2021-04,Apparel,Men's,South Carolina,Southeast,4042,8,97.0,813,40086,41.0,0.85,15355.5
2021-04,Apparel,Men's,South Dakota,Midwest,4042,8,116.0,129,7624,46.76,0.8099999999999999,2847.04
2021-04,Apparel,Men's,Tennessee,South,30315,60,570.0,3595,147637,245.52,6.41,59807.76
2021-04,Apparel,Men's,Utah,West,6063,12,92.0,437,14179,36.79,1.2,5315.75
2021-04,Apparel,Men's,Vermont,Northeast,6063,12,147.0,241,12361,59.92999999999999,1.23,4691.639999999999
2021-04,Apparel,Men's,Virginia,Southeast,6063,12,139.0,200,9565,61.790000000000006,1.33,4046.65
2021-04,Apparel,Men's,West Virginia,Northeast,4042,8,125.0,256,16360,59.00000000000001,0.9500000000000001,7048.0
2021-04,Apparel,Men's,Wisconsin,Midwest,4042,8,115.0,126,7430,64.1,1.12,3886.6
2021-04,Apparel,Men's,Wyoming,West,4042,8,97.0,531,26232,34.74,0.72,8467.44
2021-04,Apparel,Women's,Alaska,West,4042,8,99.0,384,19116,36.56,0.74,6311.04
2021-04,Apparel,Women's,Arizona,West,6063,12,186.0,530,34487,56.32,0.9099999999999999,9586.48
2021-04,Apparel,Women's,Arkansas,South,6063,12,82.0,636,18128,36.84,1.35,7723.68
2021-04,Apparel,Women's,California,West,30315,60,815.0,5382,308365,204.52,3.77,69668.1
2021-04,Apparel,Women's,Connecticut,Northeast,6063,12,102.0,438,15928,42.92,1.27,6118.48
2021-04,Apparel,Women's,Delaware,Northeast,4042,8,78.0,378,14964,36.52,0.9400000000000001,6400.56
2021-04,Apparel,Women's,Florida,Southeast,6063,12,204.0,597,42414,105.45,1.5499999999999998,20585.55
2021-04,Apparel,Women's,Georgia,Southeast,6063,12,189.0,567,37387,58.38,0.93,10527.16
2021-04,Apparel,Women's,Hawaii,West,4042,8,136.0,419,28954,61.0,0.9,12202.0
2021-04,Apparel,Women's,Idaho,West,6063,12,81.0,864,24412,45.19,1.6800000000000002,12914.4
2021-04,Apparel,Women's,Indiana,Midwest,4042,8,97.0,347,17134,45.85,0.9500000000000001,7361.2
2021-04,Apparel,Women's,Iowa,Midwest,4042,8,96.0,313,15398,43.92,0.92,6506.96
2021-04,Apparel,Women's,Kansas,Midwest,4042,8,59.0,381,11349,24.71,0.84,4301.01
2021-04,Apparel,Women's,Kentucky,Southeast,4042,8,76.0,325,12700,34.0,0.9,5350.0
2021-04,Apparel,Women's,Louisiana,South,6063,12,154.0,578,31572,62.92999999999999,1.22,12012.39
2021-04,Apparel,Women's,Maryland,Northeast,4042,8,67.0,252,8664,24.58,0.74,2832.16
2021-04,Apparel,Women's,Massachusetts,Northeast,6063,12,109.0,452,17057,39.96,1.1,5739.48
2021-04,Apparel,Women's,Michigan,Midwest,4042,8,77.0,677,26624,47.53,1.2400000000000002,15430.560000000001
2021-04,Apparel,Women's,Mississippi,South,6063,12,80.0,746,20956,43.74,1.6400000000000001,10956.94
2021-04,Apparel,Women's,Missouri,Midwest,4042,8,58.0,455,13440,32.08,1.1099999999999999,7043.4
2021-04,Apparel,Women's,New Hampshire,Northeast,6063,12,129.0,524,24091,50.87,1.18,8994.39
2021-04,Apparel,Women's,New Jersey,Northeast,4042,8,68.0,318,10994,31.82,0.9400000000000001,4711.76
2021-04,Apparel,Women's,New Mexico,West,6063,12,200.0,592,41590,60.650000000000006,0.91,11498.35
2021-04,Apparel,Women's,New York,Northeast,4042,8,86.0,756,33396,49.150000000000006,1.15,17657.4
2021-04,Apparel,Women's,North Carolina,Southeast,4042,8,67.0,864,29673,37.019999999999996,1.1099999999999999,15501.779999999999
2021-04,Apparel,Women's,North Dakota,Midwest,4042,8,99.0,293,14582,45.97,0.93,6265.96
2021-04,Apparel,Women's,Ohio,Midwest,4042,8,69.0,662,23033,39.6,1.15,12215.2
2021-04,Apparel,Women's,Oklahoma,South,6063,12,80.0,530,14824,36.86,1.3800000000000001,6397.66
2021-04,Apparel,Women's,Oregon,West,6063,12,173.0,474,28866,62.709999999999994,1.0899999999999999,9579.6
2021-04,Apparel,Women's,Rhode Island,Northeast,6063,12,94.0,310,10210,42.6,1.36,4344.4
2021-04,Apparel,Women's,South Carolina,Southeast,4042,8,79.0,984,39151,44.57,1.13,20635.13
2021-04,Apparel,Women's,South Dakota,Midwest,4042,8,98.0,286,14178,45.44,0.93,6051.84
2021-04,Apparel,Women's,Tennessee,South,30315,60,605.0,6055,261533,378.3684451410659,9.340000000000002,156797.39
2021-04,Apparel,Women's,Utah,West,6063,12,69.0,648,15408,37.3,1.62,8027.2
2021-04,Apparel,Women's,Vermont,Northeast,6063,12,125.0,480,20700,56.28,1.3499999999999999,8845.2
2021-04,Apparel,Women's,Virginia,Southeast,6063,12,176.0,468,28722,64.58,1.1,9569.28
2021-04,Apparel,Women's,West Virginia,Northeast,4042,8,97.0,419,20668,43.97,0.91,8753.18
2021-04,Apparel,Women's,Wisconsin,Midwest,4042,8,99.0,286,14239,46.95,0.9500000000000001,6143.95
2021-04,Apparel,Women's,Wyoming,West,4042,8,76.0,699,27364,22.6,0.6,7377.4
2021-04,Athletic Footwear,Men's,Alaska,West,4042,8,105.0,286,15425,44.25,0.8500000000000001,5856.25
2021-04,Athletic Footwear,Men's,Arizona,West,6063,12,145.0,480,24600,64.78,1.34,10450.2
2021-04,Athletic Footwear,Men's,Arkansas,South,6063,12,69.0,483,11484,28.509999999999998,1.24,4393.5599999999995
2021-04,Athletic Footwear,Men's,California,West,24252,48,529.0,4494,208691,159.31,3.62,57614.68
2021-04,Athletic Footwear,Men's,Connecticut,Northeast,6063,12,108.0,322,12124,50.1,1.3900000000000001,5257.0
2021-04,Athletic Footwear,Men's,Delaware,Northeast,4042,8,78.0,286,11318,31.86,0.82,4239.46
2021-04,Athletic Footwear,Men's,Florida,Southeast,6063,12,187.0,553,36323,54.37,0.87,9834.65
2021-04,Athletic Footwear,Men's,Georgia,Southeast,6063,12,146.0,524,26803,64.3,1.32,11258.8
2021-04,Athletic Footwear,Men's,Hawaii,West,4042,8,126.0,381,24441,34.349999999999994,0.55,5629.35
2021-04,Athletic Footwear,Men's,Idaho,West,6063,12,80.0,1060,29670,32.61,1.22,11300.25
2021-04,Athletic Footwear,Men's,Indiana,Midwest,4042,8,48.00000000000001,254,6242,21.96,0.92,2645.84
2021-04,Athletic Footwear,Men's,Iowa,Midwest,4042,8,38.0,224,4382,15.82,0.84,1657.18
2021-04,Athletic Footwear,Men's,Kansas,Midwest,4042,8,50.0,258,6450,20.75,0.83,2446.0
2021-04,Athletic Footwear,Men's,Kentucky,Southeast,4042,8,86.0,224,9884,35.43,0.83,3720.5699999999997
2021-04,Athletic Footwear,Men's,Louisiana,South,6063,12,143.0,520,26303,64.56,1.3599999999999999,11209.919999999998
2021-04,Athletic Footwear,Men's,Maryland,Northeast,4042,8,67.0,156,5367,27.29,0.82,1997.49
2021-04,Athletic Footwear,Men's,Massachusetts,Northeast,6063,12,105.0,246,9093,38.36,1.1,3046.68
2021-04,Athletic Footwear,Men's,Michigan,Midwest,4042,8,78.0,536,21218,36.14,0.9299999999999999,9035.539999999999
2021-04,Athletic Footwear,Men's,Mississippi,South,6063,12,68.0,600,14202,28.25,1.25,5462.75
2021-04,Athletic Footwear,Men's,Missouri,Midwest,4042,8,57.0,347,10194,23.729999999999997,0.84,3840.06
2021-04,Athletic Footwear,Men's,New Hampshire,Northeast,6063,12,137.0,403,19062,62.910000000000004,1.37,8189.200000000001
2021-04,Athletic Footwear,Men's,New Jersey,Northeast,4042,8,68.0,226,7808,27.43,0.8099999999999999,2917.93
2021-04,Athletic Footwear,Men's,New Mexico,West,6063,12,162.0,557,31469,73.28,1.36,13447.02
2021-04,Athletic Footwear,Men's,New York,Northeast,4042,8,88.0,672,29946,35.099999999999994,0.7999999999999999,11113.2
2021-04,Athletic Footwear,Men's,North Carolina,Southeast,4042,8,58.0,730,21590,23.66,0.82,8077.3
2021-04,Athletic Footwear,Men's,North Dakota,Midwest,4042,8,58.0,194,5732,21.04,0.73,1879.76
2021-04,Athletic Footwear,Men's,Ohio,Midwest,4042,8,58.0,536,15858,24.22,0.84,5985.42
2021-04,Athletic Footwear,Men's,Oklahoma,South,6063,12,66.0,369,8542,26.81,1.22,3240.93
2021-04,Athletic Footwear,Men's,Oregon,West,6063,12,153.0,446,24414,63.449999999999996,1.25,9378.3
2021-04,Athletic Footwear,Men's,Rhode Island,Northeast,6063,12,90.0,198,6351,37.45,1.25,2427.25
2021-04,Athletic Footwear,Men's,South Carolina,Southeast,4042,8,69.0,857,29813,27.889999999999997,0.8099999999999999,11115.23
2021-04,Athletic Footwear,Men's,South Dakota,Midwest,4042,8,79.0,192,7638,27.99,0.71,2471.58
2021-04,Athletic Footwear,Men's,Tennessee,South,30315,60,588.0,6006,246859,289.13,7.3,114375.48999999999
2021-04,Athletic Footwear,Men's,Utah,West,6063,12,70.0,530,12695,27.4,1.17,4722.65
2021-04,Athletic Footwear,Men's,Vermont,Northeast,6063,12,123.0,349,14913,61.64,1.5,7071.49
2021-04,Athletic Footwear,Men's,Virginia,Southeast,6063,12,163.0,429,24311,67.36,1.24,9262.48
2021-04,Athletic Footwear,Men's,West Virginia,Northeast,4042,8,58.0,325,9600,27.4,0.9500000000000001,4155.0
2021-04,Athletic Footwear,Men's,Wisconsin,Midwest,4042,8,40.0,189,3780,16.2,0.8099999999999999,1408.8
2021-04,Athletic Footwear,Men's,Wyoming,West,4042,8,79.0,640,25460,29.549999999999997,0.75,8457.0
2021-04,Athletic Footwear,Women's,Alaska,West,4042,8,97.0,194,9567,29.888333333333335,0.62,2639.91
2021-04,Athletic Footwear,Women's,Arizona,West,6063,12,136.0,403,19070,56.5,1.25,7348.0
2021-04,Athletic Footwear,Women's,Arkansas,South,6063,12,53.0,365,6760,24.708222222222226,1.4000000000000001,2937.8700000000003
2021-04,Athletic Footwear,Women's,California,West,24252,48,477.0,3808,159168,193.75,4.859999999999999,60333.46
2021-04,Athletic Footwear,Women's,Connecticut,Northeast,6063,12,93.0,204,6657,33.22,1.0699999999999998,2200.8199999999997
2021-04,Athletic Footwear,Women's,Delaware,Northeast,4042,8,67.0,194,6658,30.32,0.91,2818.08
2021-04,Athletic Footwear,Women's,Florida,Southeast,6063,12,148.0,474,24558,54.25,1.0999999999999999,8207.1
2021-04,Athletic Footwear,Women's,Georgia,Southeast,6063,12,138.0,440,20902,64.4,1.4000000000000001,9049.6
2021-04,Athletic Footwear,Women's,Hawaii,West,4042,8,98.0,323,16004,29.299999999999997,0.6,4351.4
2021-04,Athletic Footwear,Women's,Idaho,West,6063,12,79.0,604,16847,39.25,1.49,8001.65
2021-04,Athletic Footwear,Women's,Indiana,Midwest,4042,8,39.0,161,3183,16.117199999999997,0.83,1202.97
2021-04,Athletic Footwear,Women's,Iowa,Midwest,4042,8,29.999999999999996,128,1919,11.247,0.75,638.6999999999999
2021-04,Athletic Footwear,Women's,Kansas,Midwest,4042,8,39.0,160,3164,15.547199999999998,0.7999999999999999,1173.8999999999999
2021-04,Athletic Footwear,Women's,Kentucky,Southeast,4042,8,87.0,129,5718,39.0,0.9,2409.0
2021-04,Athletic Footwear,Women's,Louisiana,South,6063,12,106.0,440,16343,48.82,1.38,7035.23
2021-04,Athletic Footwear,Women's,Maryland,Northeast,4042,8,57.0,63,1851,23.189999999999998,0.82,689.97
2021-04,Athletic Footwear,Women's,Massachusetts,Northeast,6063,12,90.0,199,6392,27.67,0.92,1781.71
2021-04,Athletic Footwear,Women's,Michigan,Midwest,4042,8,67.0,484,16613,26.97,0.8099999999999999,6198.23
2021-04,Athletic Footwear,Women's,Mississippi,South,6063,12,55.0,471,8960,24.758666666666667,1.35,3801.08
2021-04,Athletic Footwear,Women's,Missouri,Midwest,4042,8,48.0,252,6196,21.96,0.92,2621.92
2021-04,Athletic Footwear,Women's,New Hampshire,Northeast,6063,12,124.0,277,11885,42.738285714285716,1.03,3839.7599999999998
2021-04,Athletic Footwear,Women's,New Jersey,Northeast,4042,8,57.0,127,3729,25.770000000000003,0.91,1571.79
2021-04,Athletic Footwear,Women's,New Mexico,West,6063,12,146.0,483,24750,58.519999999999996,1.2,9321.36
2021-04,Athletic Footwear,Women's,New York,Northeast,4042,8,77.0,585,22995,27.169999999999998,0.71,7447.95
2021-04,Athletic Footwear,Women's,North Carolina,Southeast,4042,8,48.99999999999999,640,15859,22.959200000000003,0.9400000000000001,6814.0
2021-04,Athletic Footwear,Women's,North Dakota,Midwest,4042,8,49.0,97,2402,17.816,0.73,789.2399999999999
2021-04,Athletic Footwear,Women's,Ohio,Midwest,4042,8,48.99999999999999,452,11197,21.998857142857144,0.9,4723.6
2021-04,Athletic Footwear,Women's,Oklahoma,South,6063,12,53.0,242,4514,23.987333333333336,1.36,1932.0500000000002
2021-04,Athletic Footwear,Women's,Oregon,West,6063,12,120.0,358,15088,48.83,1.22,5715.85
2021-04,Athletic Footwear,Women's,Rhode Island,Northeast,6063,12,80.0,80,2234,36.82,1.3800000000000001,960.46
2021-04,Athletic Footwear,Women's,South Carolina,Southeast,4042,8,56.99999999999999,780,22859,20.6095,0.73,7489.5
2021-04,Athletic Footwear,Women's,South Dakota,Midwest,4042,8,69.0,95,3305,25.119999999999997,0.73,1079.9
2021-04,Athletic Footwear,Women's,Tennessee,South,30315,60,558.0,4156,159283,328.52862500000003,8.770000000000001,89072.53000000001
2021-04,Athletic Footwear,Women's,Utah,West,6063,12,52.0,395,7310,23.84,1.3800000000000001,3140.3
